lh.aparc.foldind,lh_bankssts_foldind,lh_caudalanteriorcingulate_foldind,lh_caudalmiddlefrontal_foldind,lh_cuneus_foldind,lh_entorhinal_foldind,lh_fusiform_foldind,lh_inferiorparietal_foldind,lh_inferiortemporal_foldind,lh_isthmuscingulate_foldind,lh_lateraloccipital_foldind,lh_lateralorbitofrontal_foldind,lh_lingual_foldind,lh_medialorbitofrontal_foldind,lh_middletemporal_foldind,lh_parahippocampal_foldind,lh_paracentral_foldind,lh_parsopercularis_foldind,lh_parsorbitalis_foldind,lh_parstriangularis_foldind,lh_pericalcarine_foldind,lh_postcentral_foldind,lh_posteriorcingulate_foldind,lh_precentral_foldind,lh_precuneus_foldind,lh_rostralanteriorcingulate_foldind,lh_rostralmiddlefrontal_foldind,lh_superiorfrontal_foldind,lh_superiorparietal_foldind,lh_superiortemporal_foldind,lh_supramarginal_foldind,lh_frontalpole_foldind,lh_temporalpole_foldind,lh_transversetemporal_foldind,lh_insula_foldind,BrainSegVolNotVent,eTIV
28770,13.0,16.0,31.0,30.0,6.0,55.0,94.0,68.0,20.0,101.0,48.0,60.0,35.0,69.0,11.0,20.0,24.0,19.0,18.0,21.0,72.0,23.0,72.0,59.0,17.0,124.0,122.0,117.0,61.0,92.0,10.0,8.0,13.0,32.0,1184054.0,1480834.264995
28771,12.0,9.0,32.0,42.0,6.0,71.0,123.0,90.0,26.0,126.0,67.0,77.0,55.0,94.0,13.0,22.0,37.0,20.0,32.0,34.0,94.0,29.0,76.0,98.0,25.0,131.0,138.0,134.0,61.0,76.0,7.0,7.0,10.0,37.0,1314499.0,1697240.017898
28772,9.0,15.0,32.0,35.0,4.0,69.0,93.0,69.0,22.0,114.0,48.0,74.0,45.0,79.0,17.0,17.0,24.0,25.0,28.0,33.0,70.0,25.0,59.0,70.0,22.0,147.0,109.0,94.0,65.0,105.0,10.0,9.0,14.0,37.0,1301734.0,1590121.140361
28773,8.0,7.0,25.0,11.0,0.0,27.0,46.0,40.0,5.0,86.0,32.0,24.0,18.0,38.0,0.0,29.0,21.0,8.0,16.0,12.0,64.0,14.0,76.0,38.0,10.0,47.0,76.0,75.0,45.0,36.0,3.0,14.0,4.0,28.0,794642.0,1423734.219551
28774,13.0,14.0,22.0,32.0,5.0,55.0,77.0,68.0,21.0,88.0,62.0,54.0,42.0,62.0,16.0,14.0,30.0,16.0,29.0,24.0,65.0,20.0,62.0,53.0,8.0,123.0,98.0,60.0,76.0,74.0,11.0,10.0,8.0,23.0,1086615.0,1374347.046624
28775,12.0,12.0,29.0,25.0,9.0,54.0,72.0,60.0,18.0,89.0,43.0,48.0,22.0,57.0,8.0,20.0,18.0,14.0,18.0,18.0,70.0,26.0,70.0,53.0,8.0,95.0,109.0,84.0,61.0,75.0,6.0,12.0,8.0,28.0,980948.0,1286328.667807
28776,12.0,12.0,42.0,36.0,13.0,50.0,72.0,52.0,24.0,97.0,45.0,32.0,38.0,60.0,12.0,13.0,25.0,18.0,15.0,14.0,93.0,32.0,63.0,65.0,8.0,85.0,103.0,91.0,68.0,79.0,5.0,14.0,10.0,30.0,995099.0,1397666.798359
28777,12.0,17.0,42.0,34.0,5.0,67.0,85.0,81.0,16.0,138.0,72.0,59.0,40.0,68.0,6.0,17.0,37.0,19.0,21.0,20.0,104.0,15.0,65.0,75.0,20.0,113.0,152.0,111.0,89.0,70.0,8.0,14.0,11.0,28.0,1284328.0,1728883.837411
28778,7.0,10.0,34.0,22.0,5.0,59.0,93.0,68.0,16.0,95.0,58.0,58.0,41.0,55.0,9.0,19.0,34.0,24.0,28.0,20.0,59.0,23.0,53.0,67.0,15.0,115.0,107.0,94.0,64.0,72.0,11.0,12.0,5.0,39.0,1075104.0,1278909.873654
28779,8.0,22.0,34.0,36.0,4.0,62.0,68.0,53.0,19.0,103.0,52.0,64.0,39.0,65.0,6.0,21.0,28.0,17.0,19.0,22.0,71.0,53.0,79.0,76.0,24.0,140.0,141.0,105.0,53.0,63.0,7.0,8.0,9.0,28.0,1088457.0,1404105.938098
28780,11.0,9.0,33.0,32.0,4.0,58.0,97.0,71.0,19.0,105.0,53.0,61.0,43.0,59.0,8.0,18.0,31.0,25.0,20.0,18.0,69.0,27.0,73.0,70.0,21.0,118.0,110.0,97.0,82.0,70.0,8.0,8.0,7.0,44.0,1239589.0,1599462.390176
28781,28.0,11.0,14.0,28.0,12.0,57.0,44.0,64.0,17.0,95.0,42.0,53.0,38.0,54.0,18.0,17.0,26.0,14.0,7.0,13.0,56.0,23.0,90.0,43.0,6.0,60.0,114.0,98.0,57.0,84.0,8.0,15.0,13.0,12.0,899729.0,1643276.584172
28782,12.0,9.0,42.0,30.0,11.0,59.0,76.0,45.0,25.0,102.0,35.0,63.0,24.0,58.0,10.0,29.0,44.0,11.0,30.0,23.0,59.0,23.0,111.0,66.0,9.0,73.0,139.0,132.0,84.0,77.0,5.0,17.0,13.0,41.0,940513.0,1467732.721919
28783,7.0,14.0,30.0,44.0,7.0,62.0,84.0,66.0,23.0,135.0,48.0,64.0,56.0,94.0,13.0,16.0,27.0,18.0,32.0,26.0,76.0,25.0,62.0,61.0,17.0,151.0,113.0,87.0,74.0,84.0,9.0,12.0,8.0,30.0,1181018.0,1529204.086155
28784,20.0,10.0,44.0,31.0,12.0,59.0,90.0,50.0,22.0,101.0,42.0,61.0,26.0,76.0,8.0,14.0,29.0,14.0,22.0,17.0,83.0,24.0,77.0,66.0,30.0,127.0,124.0,91.0,88.0,76.0,6.0,14.0,10.0,37.0,1155641.0,1476194.171648
28785,9.0,21.0,24.0,25.0,4.0,72.0,81.0,76.0,19.0,105.0,56.0,60.0,37.0,73.0,7.0,17.0,33.0,20.0,34.0,28.0,61.0,24.0,61.0,61.0,10.0,107.0,106.0,88.0,55.0,70.0,11.0,9.0,6.0,45.0,1183561.0,1429634.507164
28786,5.0,9.0,31.0,27.0,7.0,58.0,77.0,59.0,19.0,97.0,49.0,51.0,36.0,54.0,11.0,17.0,20.0,18.0,21.0,28.0,52.0,26.0,58.0,56.0,11.0,146.0,116.0,87.0,53.0,57.0,10.0,9.0,9.0,45.0,1140522.0,1277104.0563
28787,7.0,20.0,39.0,32.0,10.0,60.0,72.0,78.0,23.0,102.0,47.0,71.0,45.0,66.0,10.0,16.0,21.0,19.0,16.0,21.0,82.0,21.0,66.0,64.0,20.0,116.0,114.0,92.0,47.0,62.0,8.0,15.0,8.0,35.0,1276245.0,1560003.480146
28788,13.0,8.0,29.0,40.0,5.0,70.0,93.0,73.0,18.0,110.0,52.0,69.0,54.0,87.0,7.0,13.0,22.0,23.0,31.0,29.0,73.0,24.0,55.0,81.0,15.0,139.0,118.0,105.0,59.0,95.0,9.0,11.0,11.0,53.0,1376442.0,1627797.07298
28789,13.0,9.0,45.0,54.0,8.0,65.0,118.0,88.0,33.0,153.0,57.0,82.0,49.0,89.0,8.0,22.0,27.0,28.0,24.0,50.0,83.0,38.0,93.0,86.0,38.0,173.0,169.0,132.0,76.0,90.0,11.0,14.0,10.0,43.0,1368875.0,1676668.661176
28790,16.0,11.0,35.0,34.0,5.0,72.0,75.0,66.0,15.0,93.0,52.0,66.0,37.0,74.0,6.0,13.0,19.0,17.0,17.0,19.0,77.0,19.0,59.0,57.0,26.0,121.0,133.0,113.0,67.0,74.0,5.0,11.0,6.0,29.0,1111672.0,1356930.012251
28791,15.0,11.0,28.0,37.0,7.0,70.0,85.0,78.0,32.0,118.0,58.0,80.0,64.0,79.0,13.0,22.0,51.0,25.0,47.0,35.0,87.0,42.0,89.0,70.0,19.0,134.0,147.0,98.0,74.0,72.0,8.0,14.0,14.0,51.0,1333352.0,1569148.248898
28792,9.0,10.0,25.0,32.0,6.0,49.0,82.0,67.0,22.0,100.0,39.0,53.0,41.0,71.0,9.0,17.0,29.0,20.0,20.0,21.0,68.0,20.0,72.0,58.0,12.0,117.0,120.0,100.0,58.0,85.0,9.0,9.0,9.0,39.0,1223978.0,1466399.752163
28793,10.0,19.0,33.0,29.0,12.0,64.0,95.0,49.0,21.0,98.0,58.0,62.0,39.0,68.0,9.0,17.0,24.0,15.0,24.0,13.0,81.0,29.0,80.0,70.0,15.0,124.0,102.0,100.0,59.0,91.0,6.0,12.0,14.0,30.0,1131714.0,1346016.063705
28794,6.0,8.0,33.0,10.0,8.0,33.0,52.0,40.0,11.0,81.0,23.0,23.0,14.0,47.0,9.0,18.0,17.0,15.0,17.0,7.0,154.0,12.0,76.0,28.0,8.0,54.0,83.0,81.0,53.0,70.0,5.0,10.0,5.0,36.0,728860.0,1394221.509969
28795,6.0,18.0,40.0,43.0,3.0,56.0,68.0,57.0,22.0,130.0,67.0,76.0,52.0,70.0,8.0,16.0,39.0,26.0,31.0,27.0,57.0,25.0,68.0,70.0,20.0,116.0,138.0,107.0,57.0,84.0,9.0,9.0,7.0,34.0,1306723.0,1607246.836034
28796,18.0,13.0,35.0,36.0,9.0,62.0,140.0,75.0,23.0,113.0,60.0,80.0,56.0,65.0,12.0,14.0,36.0,27.0,18.0,30.0,82.0,30.0,74.0,95.0,25.0,127.0,131.0,141.0,55.0,70.0,7.0,12.0,6.0,47.0,1284319.0,1548171.638425
28797,12.0,21.0,27.0,33.0,10.0,58.0,78.0,58.0,16.0,85.0,45.0,47.0,31.0,52.0,8.0,15.0,26.0,22.0,20.0,17.0,68.0,24.0,64.0,60.0,19.0,108.0,111.0,81.0,63.0,80.0,8.0,8.0,8.0,36.0,970841.0,1281539.448634
28798,12.0,16.0,37.0,40.0,3.0,75.0,92.0,78.0,24.0,142.0,68.0,69.0,40.0,73.0,7.0,18.0,32.0,25.0,28.0,29.0,59.0,20.0,66.0,72.0,36.0,146.0,140.0,105.0,59.0,63.0,11.0,12.0,7.0,37.0,1253092.0,1541798.121909
28799,7.0,6.0,29.0,13.0,7.0,38.0,52.0,45.0,12.0,96.0,33.0,32.0,35.0,54.0,1.0,34.0,26.0,15.0,29.0,21.0,72.0,13.0,76.0,35.0,5.0,74.0,152.0,117.0,46.0,57.0,2.0,9.0,7.0,38.0,802045.0,1564640.546566
28800,15.0,15.0,40.0,33.0,5.0,63.0,103.0,71.0,22.0,137.0,63.0,60.0,53.0,82.0,10.0,22.0,35.0,15.0,28.0,20.0,77.0,34.0,69.0,91.0,29.0,144.0,162.0,131.0,74.0,89.0,11.0,7.0,8.0,51.0,1469523.0,1771619.029104
28801,10.0,18.0,34.0,23.0,9.0,74.0,86.0,78.0,24.0,98.0,53.0,41.0,70.0,74.0,15.0,16.0,20.0,26.0,18.0,16.0,63.0,29.0,66.0,54.0,17.0,110.0,111.0,96.0,60.0,60.0,11.0,17.0,5.0,40.0,1221349.0,1565031.635677
28802,15.0,11.0,50.0,33.0,14.0,44.0,76.0,66.0,25.0,105.0,41.0,65.0,29.0,72.0,9.0,25.0,39.0,23.0,22.0,19.0,102.0,24.0,96.0,72.0,15.0,75.0,138.0,99.0,89.0,76.0,7.0,15.0,14.0,40.0,1163573.0,1658791.964791
28803,10.0,15.0,30.0,33.0,5.0,53.0,87.0,56.0,20.0,112.0,53.0,53.0,45.0,63.0,7.0,20.0,28.0,15.0,19.0,20.0,72.0,29.0,69.0,70.0,17.0,109.0,123.0,86.0,59.0,80.0,8.0,9.0,9.0,49.0,1224302.0,1560570.61898
28804,14.0,20.0,45.0,47.0,6.0,72.0,101.0,91.0,18.0,174.0,78.0,94.0,59.0,113.0,18.0,28.0,39.0,26.0,23.0,42.0,93.0,26.0,94.0,84.0,18.0,176.0,159.0,117.0,75.0,87.0,12.0,14.0,10.0,56.0,1382932.0,1586380.839642
28805,7.0,10.0,40.0,46.0,13.0,64.0,80.0,72.0,24.0,122.0,48.0,77.0,38.0,73.0,8.0,21.0,23.0,13.0,24.0,32.0,76.0,24.0,76.0,60.0,20.0,134.0,134.0,123.0,56.0,78.0,7.0,12.0,6.0,39.0,1173395.0,1451274.848992
28806,8.0,20.0,38.0,32.0,10.0,70.0,92.0,81.0,20.0,123.0,51.0,57.0,40.0,74.0,11.0,18.0,35.0,18.0,33.0,27.0,73.0,23.0,72.0,87.0,21.0,146.0,140.0,97.0,68.0,97.0,10.0,10.0,11.0,36.0,1361593.0,1561711.656685
28807,10.0,9.0,24.0,22.0,6.0,65.0,63.0,55.0,16.0,101.0,29.0,54.0,32.0,67.0,11.0,16.0,14.0,12.0,17.0,18.0,54.0,16.0,47.0,43.0,8.0,75.0,89.0,62.0,71.0,55.0,6.0,13.0,9.0,29.0,966528.0,1417475.475833
28808,5.0,12.0,27.0,27.0,9.0,60.0,88.0,68.0,22.0,93.0,48.0,51.0,33.0,52.0,10.0,20.0,26.0,22.0,31.0,20.0,90.0,30.0,81.0,65.0,19.0,127.0,122.0,101.0,55.0,55.0,10.0,10.0,11.0,29.0,1183848.0,1443346.066376
28809,20.0,12.0,29.0,31.0,11.0,63.0,111.0,91.0,21.0,113.0,65.0,63.0,51.0,81.0,6.0,18.0,31.0,17.0,19.0,25.0,77.0,19.0,58.0,75.0,19.0,148.0,102.0,89.0,57.0,84.0,10.0,8.0,3.0,35.0,1225069.0,1632618.199366
28810,17.0,9.0,40.0,28.0,8.0,64.0,97.0,62.0,19.0,117.0,41.0,59.0,34.0,60.0,15.0,18.0,30.0,15.0,28.0,20.0,65.0,28.0,70.0,55.0,15.0,123.0,109.0,95.0,64.0,72.0,9.0,10.0,8.0,37.0,1175660.0,1370255.178837
28811,13.0,13.0,38.0,32.0,6.0,62.0,84.0,79.0,26.0,113.0,68.0,60.0,41.0,66.0,12.0,19.0,35.0,24.0,27.0,24.0,90.0,32.0,80.0,81.0,18.0,143.0,135.0,110.0,75.0,81.0,7.0,13.0,9.0,33.0,1222411.0,1523252.780867
28812,10.0,11.0,40.0,40.0,8.0,76.0,67.0,70.0,32.0,131.0,59.0,91.0,42.0,69.0,23.0,22.0,32.0,21.0,34.0,25.0,94.0,33.0,71.0,96.0,18.0,153.0,134.0,106.0,77.0,114.0,19.0,10.0,7.0,46.0,1428679.0,1670220.762056
28813,7.0,21.0,34.0,27.0,5.0,64.0,85.0,78.0,24.0,116.0,50.0,53.0,28.0,63.0,8.0,19.0,27.0,16.0,26.0,18.0,61.0,24.0,57.0,71.0,28.0,119.0,114.0,97.0,54.0,75.0,14.0,8.0,7.0,32.0,1098868.0,1370191.644952
28814,14.0,21.0,37.0,28.0,6.0,56.0,104.0,71.0,23.0,104.0,45.0,52.0,30.0,67.0,6.0,20.0,25.0,15.0,24.0,22.0,75.0,33.0,63.0,77.0,19.0,118.0,119.0,95.0,64.0,73.0,5.0,10.0,11.0,30.0,1085881.0,1330856.759389
28815,7.0,16.0,36.0,37.0,9.0,59.0,92.0,89.0,23.0,98.0,54.0,48.0,45.0,71.0,11.0,26.0,34.0,17.0,25.0,28.0,85.0,25.0,65.0,64.0,17.0,133.0,110.0,96.0,62.0,84.0,12.0,11.0,8.0,33.0,1268015.0,1549695.552089
28816,11.0,8.0,32.0,22.0,0.0,16.0,83.0,85.0,9.0,256.0,38.0,22.0,16.0,55.0,0.0,13.0,26.0,5.0,15.0,13.0,64.0,13.0,53.0,43.0,11.0,57.0,108.0,94.0,28.0,71.0,3.0,10.0,1.0,42.0,761683.0,1676588.501277
28817,12.0,17.0,27.0,28.0,11.0,54.0,63.0,63.0,19.0,92.0,50.0,54.0,36.0,68.0,12.0,17.0,27.0,16.0,19.0,22.0,59.0,18.0,55.0,51.0,11.0,113.0,93.0,86.0,70.0,67.0,8.0,10.0,12.0,47.0,1064671.0,1045946.17641
28818,8.0,11.0,48.0,18.0,5.0,33.0,139.0,33.0,18.0,112.0,33.0,20.0,25.0,46.0,8.0,34.0,20.0,6.0,14.0,8.0,66.0,30.0,99.0,100.0,11.0,64.0,147.0,97.0,68.0,62.0,21.0,12.0,5.0,25.0,881002.0,1650196.332026
28819,13.0,8.0,31.0,32.0,9.0,62.0,89.0,49.0,20.0,111.0,42.0,67.0,40.0,58.0,8.0,15.0,21.0,17.0,21.0,27.0,69.0,14.0,56.0,54.0,10.0,89.0,88.0,79.0,60.0,58.0,7.0,10.0,5.0,40.0,1052887.0,1422530.455413
28820,8.0,11.0,24.0,31.0,5.0,68.0,88.0,63.0,25.0,118.0,42.0,74.0,46.0,60.0,6.0,20.0,28.0,18.0,20.0,28.0,60.0,19.0,52.0,76.0,11.0,124.0,121.0,86.0,69.0,99.0,8.0,11.0,7.0,36.0,1328776.0,1596785.379487
28821,18.0,15.0,34.0,42.0,5.0,66.0,81.0,70.0,18.0,123.0,60.0,72.0,48.0,68.0,12.0,19.0,27.0,19.0,27.0,32.0,67.0,32.0,75.0,69.0,21.0,134.0,133.0,104.0,73.0,63.0,8.0,9.0,13.0,52.0,1336171.0,1645502.587937
28822,13.0,7.0,41.0,38.0,8.0,62.0,84.0,62.0,10.0,124.0,56.0,78.0,41.0,52.0,7.0,15.0,30.0,14.0,34.0,25.0,64.0,20.0,59.0,73.0,16.0,143.0,107.0,120.0,62.0,72.0,10.0,12.0,9.0,36.0,1329787.0,1640091.956569
28823,3.0,10.0,35.0,32.0,5.0,33.0,69.0,38.0,25.0,70.0,37.0,35.0,17.0,35.0,8.0,18.0,22.0,19.0,20.0,13.0,125.0,24.0,51.0,53.0,10.0,100.0,107.0,151.0,79.0,117.0,7.0,16.0,6.0,32.0,985283.0,1698459.463753
28824,11.0,21.0,31.0,42.0,9.0,66.0,71.0,81.0,25.0,123.0,54.0,76.0,45.0,86.0,8.0,16.0,30.0,18.0,33.0,28.0,66.0,29.0,54.0,77.0,22.0,153.0,129.0,124.0,65.0,77.0,8.0,11.0,13.0,46.0,1279442.0,1665523.585972
28825,14.0,13.0,33.0,32.0,9.0,72.0,79.0,72.0,26.0,95.0,58.0,57.0,43.0,77.0,11.0,12.0,40.0,17.0,31.0,25.0,72.0,28.0,85.0,72.0,10.0,121.0,117.0,119.0,70.0,78.0,7.0,11.0,7.0,54.0,1269017.0,1645229.245885
28826,9.0,11.0,51.0,48.0,10.0,50.0,66.0,61.0,21.0,121.0,52.0,60.0,42.0,53.0,9.0,15.0,35.0,16.0,31.0,27.0,97.0,31.0,79.0,68.0,12.0,130.0,124.0,89.0,79.0,89.0,7.0,12.0,9.0,36.0,1072136.0,1269833.113763
28827,8.0,10.0,29.0,30.0,6.0,62.0,100.0,74.0,24.0,95.0,62.0,58.0,42.0,79.0,9.0,15.0,22.0,22.0,24.0,21.0,70.0,17.0,70.0,72.0,18.0,136.0,127.0,141.0,54.0,88.0,7.0,13.0,7.0,24.0,1100019.0,1297556.29414
28828,10.0,12.0,25.0,40.0,6.0,74.0,101.0,71.0,23.0,105.0,58.0,94.0,59.0,72.0,9.0,18.0,34.0,12.0,31.0,28.0,73.0,28.0,59.0,60.0,12.0,125.0,111.0,95.0,59.0,89.0,17.0,13.0,7.0,37.0,1168991.0,1458844.263199
28829,11.0,13.0,31.0,34.0,5.0,69.0,95.0,84.0,24.0,106.0,50.0,71.0,59.0,79.0,10.0,18.0,24.0,14.0,29.0,22.0,68.0,28.0,69.0,63.0,11.0,134.0,123.0,92.0,63.0,74.0,12.0,11.0,8.0,39.0,1146262.0,1424149.496411
28830,12.0,12.0,33.0,33.0,4.0,61.0,79.0,68.0,15.0,101.0,52.0,66.0,39.0,57.0,15.0,23.0,23.0,16.0,16.0,17.0,56.0,23.0,82.0,37.0,14.0,98.0,113.0,71.0,49.0,58.0,11.0,11.0,8.0,41.0,1234635.0,1485563.578324
28831,17.0,12.0,39.0,43.0,4.0,61.0,85.0,80.0,25.0,100.0,60.0,58.0,36.0,94.0,9.0,25.0,25.0,24.0,29.0,28.0,80.0,33.0,74.0,91.0,18.0,120.0,138.0,111.0,79.0,90.0,7.0,11.0,11.0,41.0,1311636.0,1619281.999841
28832,12.0,9.0,35.0,29.0,9.0,62.0,73.0,55.0,19.0,106.0,53.0,53.0,43.0,47.0,13.0,19.0,23.0,16.0,22.0,22.0,72.0,17.0,71.0,61.0,11.0,102.0,115.0,106.0,72.0,71.0,8.0,12.0,11.0,31.0,1103796.0,1453754.800009
28834,4.0,8.0,20.0,36.0,2.0,82.0,80.0,52.0,21.0,105.0,42.0,59.0,43.0,53.0,12.0,12.0,22.0,14.0,24.0,30.0,55.0,24.0,62.0,61.0,16.0,89.0,118.0,101.0,57.0,99.0,8.0,8.0,11.0,25.0,1002115.0,1263096.73629
28835,11.0,13.0,33.0,32.0,3.0,67.0,80.0,56.0,30.0,91.0,55.0,60.0,70.0,69.0,9.0,15.0,29.0,20.0,30.0,24.0,63.0,26.0,60.0,64.0,16.0,125.0,116.0,87.0,53.0,71.0,10.0,10.0,5.0,37.0,1333620.0,1708209.730882
28836,15.0,9.0,27.0,27.0,6.0,55.0,99.0,59.0,21.0,88.0,46.0,57.0,43.0,62.0,6.0,18.0,29.0,25.0,30.0,17.0,62.0,36.0,63.0,85.0,16.0,142.0,113.0,106.0,43.0,58.0,7.0,10.0,8.0,46.0,1242077.0,1555594.881835
28837,14.0,17.0,28.0,42.0,6.0,62.0,106.0,78.0,23.0,126.0,63.0,69.0,55.0,70.0,7.0,30.0,28.0,28.0,25.0,25.0,95.0,30.0,75.0,65.0,23.0,162.0,153.0,114.0,70.0,79.0,8.0,11.0,9.0,54.0,1373264.0,1653961.879538
28838,15.0,12.0,38.0,25.0,5.0,59.0,85.0,65.0,19.0,107.0,53.0,59.0,40.0,74.0,6.0,22.0,32.0,14.0,22.0,21.0,80.0,26.0,70.0,71.0,10.0,149.0,146.0,106.0,54.0,79.0,7.0,11.0,7.0,35.0,1236427.0,1533131.120163
28839,8.0,11.0,31.0,31.0,5.0,57.0,86.0,82.0,27.0,94.0,51.0,76.0,47.0,61.0,6.0,12.0,22.0,12.0,24.0,19.0,65.0,22.0,58.0,67.0,20.0,112.0,100.0,95.0,53.0,61.0,8.0,9.0,8.0,30.0,1033667.0,1303765.928307
28840,10.0,12.0,34.0,32.0,4.0,57.0,75.0,57.0,28.0,100.0,42.0,59.0,39.0,79.0,10.0,12.0,36.0,15.0,15.0,17.0,79.0,31.0,71.0,60.0,6.0,101.0,100.0,80.0,70.0,68.0,11.0,11.0,24.0,31.0,1100239.0,1506872.585983
28841,12.0,7.0,27.0,44.0,13.0,58.0,93.0,57.0,17.0,108.0,43.0,62.0,33.0,50.0,8.0,19.0,30.0,13.0,26.0,20.0,72.0,13.0,54.0,70.0,19.0,105.0,123.0,121.0,56.0,82.0,13.0,11.0,9.0,55.0,1039782.0,1323542.007249
28842,11.0,12.0,32.0,30.0,5.0,49.0,92.0,52.0,23.0,104.0,50.0,51.0,34.0,46.0,6.0,20.0,22.0,15.0,23.0,15.0,55.0,20.0,69.0,65.0,10.0,124.0,116.0,111.0,42.0,68.0,13.0,11.0,8.0,32.0,1171081.0,1480882.171302
28843,12.0,16.0,32.0,32.0,7.0,73.0,63.0,70.0,19.0,117.0,61.0,55.0,38.0,73.0,10.0,32.0,38.0,19.0,31.0,20.0,74.0,31.0,90.0,69.0,25.0,163.0,142.0,104.0,88.0,80.0,7.0,12.0,12.0,26.0,1301290.0,1564192.457988
28844,14.0,5.0,30.0,41.0,8.0,55.0,105.0,62.0,18.0,117.0,47.0,73.0,32.0,58.0,9.0,14.0,22.0,13.0,23.0,24.0,63.0,19.0,65.0,59.0,20.0,124.0,100.0,89.0,57.0,56.0,10.0,10.0,5.0,39.0,1127511.0,1483249.942111
28845,22.0,10.0,44.0,32.0,3.0,55.0,131.0,69.0,17.0,117.0,63.0,64.0,38.0,77.0,6.0,14.0,22.0,14.0,23.0,17.0,82.0,34.0,56.0,78.0,19.0,152.0,142.0,111.0,64.0,104.0,9.0,10.0,7.0,40.0,1295637.0,1542647.948526
28846,9.0,23.0,38.0,35.0,11.0,56.0,116.0,75.0,20.0,118.0,60.0,68.0,53.0,80.0,7.0,21.0,34.0,16.0,38.0,21.0,64.0,27.0,61.0,81.0,14.0,168.0,117.0,100.0,59.0,76.0,13.0,13.0,10.0,51.0,1113981.0,1414103.49728
28847,15.0,11.0,44.0,42.0,4.0,51.0,119.0,68.0,20.0,99.0,65.0,79.0,39.0,59.0,9.0,19.0,29.0,16.0,29.0,29.0,86.0,24.0,62.0,69.0,12.0,133.0,131.0,109.0,48.0,78.0,11.0,8.0,6.0,48.0,1342735.0,1724571.988715
28852,11.0,9.0,30.0,39.0,4.0,49.0,61.0,57.0,21.0,107.0,56.0,52.0,49.0,82.0,7.0,16.0,16.0,40.0,21.0,24.0,65.0,17.0,65.0,76.0,16.0,115.0,115.0,76.0,67.0,63.0,7.0,9.0,11.0,37.0,1208603.0,1361389.493747
28853,9.0,10.0,27.0,41.0,6.0,64.0,96.0,91.0,18.0,120.0,47.0,53.0,51.0,63.0,9.0,18.0,30.0,19.0,17.0,23.0,91.0,28.0,64.0,65.0,17.0,143.0,133.0,129.0,53.0,75.0,10.0,10.0,7.0,30.0,1237672.0,1329772.082573
28854,6.0,13.0,34.0,28.0,4.0,61.0,68.0,74.0,29.0,103.0,50.0,59.0,51.0,73.0,8.0,16.0,17.0,15.0,23.0,29.0,55.0,22.0,62.0,61.0,14.0,128.0,175.0,81.0,51.0,65.0,8.0,17.0,5.0,29.0,1281891.0,1514156.654437
28855,16.0,13.0,40.0,33.0,8.0,61.0,77.0,71.0,20.0,109.0,56.0,62.0,50.0,66.0,9.0,18.0,32.0,21.0,35.0,12.0,81.0,29.0,64.0,73.0,12.0,135.0,127.0,105.0,67.0,82.0,10.0,12.0,9.0,30.0,1200627.0,1554668.761431
28856,11.0,10.0,35.0,41.0,4.0,59.0,83.0,48.0,19.0,103.0,24.0,30.0,29.0,65.0,7.0,23.0,29.0,11.0,20.0,27.0,80.0,26.0,96.0,64.0,10.0,93.0,133.0,115.0,77.0,67.0,10.0,34.0,12.0,26.0,1104773.0,1459448.526159
28857,5.0,6.0,28.0,43.0,6.0,66.0,72.0,84.0,21.0,79.0,53.0,58.0,41.0,88.0,16.0,14.0,33.0,17.0,26.0,22.0,58.0,16.0,64.0,76.0,16.0,91.0,107.0,79.0,63.0,94.0,10.0,16.0,6.0,37.0,1132384.0,1270154.073907
28858,14.0,10.0,32.0,40.0,12.0,57.0,86.0,67.0,19.0,114.0,53.0,72.0,39.0,56.0,28.0,13.0,22.0,17.0,25.0,34.0,63.0,30.0,59.0,58.0,30.0,120.0,114.0,76.0,61.0,87.0,8.0,9.0,10.0,32.0,1230854.0,1423462.999743
28859,11.0,9.0,30.0,24.0,3.0,48.0,62.0,60.0,16.0,100.0,44.0,41.0,35.0,48.0,11.0,15.0,17.0,15.0,23.0,22.0,50.0,16.0,49.0,67.0,9.0,116.0,94.0,83.0,46.0,54.0,10.0,9.0,6.0,29.0,1047844.0,1366542.101371
28860,6.0,10.0,38.0,28.0,18.0,65.0,92.0,77.0,23.0,131.0,69.0,52.0,43.0,72.0,18.0,20.0,31.0,29.0,37.0,28.0,90.0,30.0,64.0,64.0,11.0,164.0,138.0,105.0,72.0,79.0,12.0,15.0,12.0,38.0,1127052.0,1234435.479905
28861,16.0,18.0,43.0,35.0,16.0,56.0,91.0,61.0,24.0,105.0,62.0,75.0,46.0,58.0,11.0,18.0,28.0,25.0,29.0,30.0,66.0,30.0,92.0,92.0,20.0,162.0,152.0,116.0,70.0,98.0,8.0,12.0,9.0,39.0,1411258.0,1778058.324253
28862,7.0,9.0,32.0,34.0,5.0,55.0,86.0,68.0,17.0,128.0,56.0,56.0,43.0,63.0,8.0,15.0,25.0,17.0,17.0,21.0,69.0,17.0,59.0,61.0,16.0,112.0,123.0,82.0,47.0,41.0,7.0,14.0,8.0,23.0,1213965.0,1486371.859831
