rh.aparc.thicknessstd,rh_bankssts_thicknessstd,rh_caudalanteriorcingulate_thicknessstd,rh_caudalmiddlefrontal_thicknessstd,rh_cuneus_thicknessstd,rh_entorhinal_thicknessstd,rh_fusiform_thicknessstd,rh_inferiorparietal_thicknessstd,rh_inferiortemporal_thicknessstd,rh_isthmuscingulate_thicknessstd,rh_lateraloccipital_thicknessstd,rh_lateralorbitofrontal_thicknessstd,rh_lingual_thicknessstd,rh_medialorbitofrontal_thicknessstd,rh_middletemporal_thicknessstd,rh_parahippocampal_thicknessstd,rh_paracentral_thicknessstd,rh_parsopercularis_thicknessstd,rh_parsorbitalis_thicknessstd,rh_parstriangularis_thicknessstd,rh_pericalcarine_thicknessstd,rh_postcentral_thicknessstd,rh_posteriorcingulate_thicknessstd,rh_precentral_thicknessstd,rh_precuneus_thicknessstd,rh_rostralanteriorcingulate_thicknessstd,rh_rostralmiddlefrontal_thicknessstd,rh_superiorfrontal_thicknessstd,rh_superiorparietal_thicknessstd,rh_superiortemporal_thicknessstd,rh_supramarginal_thicknessstd,rh_frontalpole_thicknessstd,rh_temporalpole_thicknessstd,rh_transversetemporal_thicknessstd,rh_insula_thicknessstd,BrainSegVolNotVent,eTIV
28769,0.56,0.903,0.729,0.511,0.816,0.735,0.713,0.786,0.808,0.62,0.848,0.637,0.932,0.698,0.7,0.733,0.754,0.765,0.735,0.483,0.782,0.924,0.671,0.776,0.961,0.822,0.831,0.616,0.734,0.654,0.757,0.803,0.599,0.842,982821.0,1270527.250846
28770,0.565,0.788,0.595,0.548,0.638,0.597,0.565,0.668,0.828,0.568,0.709,0.609,0.761,0.653,0.833,0.52,0.477,0.676,0.76,0.527,0.776,0.839,0.637,0.559,0.649,0.665,0.684,0.488,0.625,0.568,0.586,0.948,0.41,0.908,1184054.0,1480834.264995
28771,0.552,0.601,0.638,0.512,0.784,0.67,0.646,0.677,0.902,0.59,0.704,0.689,0.646,0.691,0.911,0.535,0.542,0.69,0.73,0.441,0.654,0.868,0.549,0.568,0.724,0.688,0.669,0.546,0.646,0.614,0.499,0.913,0.575,0.836,1314499.0,1697240.017898
28772,0.45,0.489,0.529,0.576,0.792,0.592,0.568,0.674,0.927,0.59,0.672,0.655,0.681,0.62,0.673,0.607,0.47,0.617,0.604,0.461,0.586,0.742,0.608,0.597,0.544,0.631,0.654,0.562,0.606,0.565,0.71,0.754,0.39,0.765,1301734.0,1590121.140361
28773,0.548,0.826,0.787,0.858,0.733,0.757,0.804,0.792,0.991,0.849,0.938,0.891,1.0,0.812,0.756,0.921,0.804,0.825,0.858,0.77,0.798,0.912,0.729,0.778,1.134,0.774,0.88,0.823,0.713,0.836,0.725,0.922,0.518,1.042,794642.0,1423734.219551
28774,0.386,0.717,0.495,0.536,0.854,0.588,0.581,0.702,0.914,0.613,0.716,0.627,0.82,0.669,0.709,0.508,0.546,0.736,0.649,0.505,0.626,0.849,0.548,0.623,0.781,0.731,0.723,0.55,0.598,0.548,0.755,0.645,0.289,0.859,1086615.0,1374347.046624
28775,0.485,0.728,0.571,0.553,0.772,0.596,0.595,0.786,0.877,0.552,0.73,0.651,0.951,0.626,0.742,0.605,0.597,0.732,0.725,0.553,0.571,0.848,0.573,0.586,1.016,0.756,0.765,0.616,0.628,0.645,0.727,0.785,0.384,0.904,980948.0,1286328.667807
28776,0.747,1.072,0.847,0.675,0.89,0.754,0.782,0.852,0.897,0.796,0.865,0.853,0.999,0.816,1.098,0.792,0.637,0.95,0.792,0.557,0.778,1.074,0.699,0.911,0.98,0.851,0.923,0.773,0.79,0.876,0.757,0.944,0.553,0.916,995099.0,1397666.798359
28777,0.61,0.961,0.76,0.573,0.716,0.588,0.699,0.725,0.889,0.612,0.804,0.692,0.843,0.794,0.766,0.681,0.735,0.724,0.755,0.572,0.75,0.888,0.675,0.664,0.918,0.787,0.827,0.619,0.726,0.694,0.766,0.821,0.552,0.946,1284328.0,1728883.837411
28778,0.406,0.978,0.601,0.436,0.727,0.612,0.542,0.681,0.825,0.563,0.617,0.613,0.65,0.667,0.718,0.537,0.509,0.642,0.681,0.376,0.612,0.919,0.548,0.54,0.728,0.587,0.657,0.507,0.652,0.573,0.695,0.654,0.393,0.724,1075104.0,1278909.873654
28779,0.382,0.841,0.54,0.505,0.667,0.539,0.488,0.677,0.891,0.494,0.569,0.565,0.722,0.591,0.606,0.441,0.44,0.535,0.593,0.472,0.583,0.872,0.526,0.506,0.864,0.615,0.59,0.413,0.541,0.495,0.649,0.54,0.365,0.845,1088457.0,1404105.938098
28780,0.466,0.942,0.575,0.503,0.783,0.526,0.538,0.693,0.956,0.564,0.755,0.659,0.764,0.676,0.683,0.652,0.511,0.726,0.581,0.546,0.627,0.832,0.515,0.499,0.757,0.707,0.673,0.535,0.581,0.569,0.82,0.657,0.416,0.853,1239589.0,1599462.390176
28781,0.649,0.895,0.708,0.757,0.723,0.724,0.771,0.707,1.003,0.728,0.816,0.789,0.919,0.788,0.801,0.912,0.715,0.754,0.972,0.715,0.747,1.103,0.888,0.723,0.874,0.789,0.925,0.816,0.8,0.78,0.862,0.68,0.688,0.948,899729.0,1643276.584172
28782,0.782,0.731,0.772,0.728,0.864,0.752,0.807,0.829,0.808,0.761,0.852,0.609,0.899,0.793,0.828,0.764,0.775,0.859,0.758,0.802,0.879,0.844,0.852,0.743,0.804,0.833,0.885,0.72,0.733,0.774,0.922,0.689,0.611,0.977,940513.0,1467732.721919
28783,0.374,0.999,0.518,0.494,0.882,0.569,0.524,0.637,0.784,0.548,0.7,0.633,0.726,0.628,0.635,0.542,0.519,0.672,0.6,0.452,0.557,0.722,0.532,0.517,0.572,0.645,0.672,0.481,0.509,0.585,0.836,0.736,0.401,0.701,1181018.0,1529204.086155
28784,0.512,0.843,0.723,0.601,0.779,0.649,0.638,0.636,0.891,0.701,0.724,0.598,0.811,0.743,0.643,0.547,0.624,0.763,0.687,0.433,0.671,1.028,0.662,0.746,0.859,0.766,0.875,0.6,0.714,0.549,0.858,0.79,0.465,0.786,1155641.0,1476194.171648
28785,0.471,0.933,0.57,0.549,0.804,0.571,0.576,0.656,0.884,0.55,0.638,0.632,0.638,0.603,0.769,0.537,0.542,0.765,0.61,0.409,0.625,0.811,0.63,0.511,0.553,0.65,0.657,0.502,0.57,0.561,0.95,0.666,0.47,0.838,1183561.0,1429634.507164
28786,0.373,0.843,0.532,0.442,0.651,0.567,0.558,0.675,0.874,0.525,0.622,0.564,0.711,0.664,0.732,0.487,0.499,0.635,0.554,0.457,0.625,0.862,0.6,0.556,0.86,0.635,0.67,0.483,0.573,0.547,0.668,0.792,0.377,0.683,1140522.0,1277104.0563
28787,0.46,0.871,0.558,0.52,0.769,0.612,0.488,0.652,0.956,0.538,0.69,0.629,0.605,0.648,0.574,0.47,0.419,0.512,0.47,0.498,0.607,0.815,0.585,0.498,0.729,0.526,0.569,0.437,0.616,0.471,0.576,0.757,0.348,0.762,1276245.0,1560003.480146
28788,0.454,0.82,0.611,0.533,0.769,0.587,0.523,0.601,0.906,0.551,0.738,0.699,0.688,0.634,0.638,0.569,0.51,0.768,0.581,0.441,0.603,0.84,0.587,0.602,0.624,0.678,0.658,0.475,0.609,0.595,0.807,0.645,0.324,0.794,1376442.0,1627797.07298
28789,0.376,0.674,0.564,0.545,0.859,0.604,0.482,0.634,0.898,0.535,0.643,0.634,0.644,0.636,0.534,0.466,0.489,0.724,0.513,0.428,0.642,0.905,0.541,0.498,0.708,0.591,0.65,0.444,0.581,0.498,0.751,0.786,0.456,0.726,1368875.0,1676668.661176
28790,0.411,0.94,0.386,0.54,0.855,0.608,0.468,0.696,0.914,0.556,0.592,0.612,0.772,0.627,0.684,0.522,0.435,0.58,0.505,0.48,0.644,0.875,0.514,0.509,0.73,0.572,0.622,0.463,0.573,0.52,0.568,0.883,0.507,0.804,1111672.0,1356930.012251
28791,0.479,0.75,0.544,0.472,0.791,0.524,0.546,0.609,0.935,0.554,0.601,0.64,0.66,0.586,0.585,0.517,0.453,0.714,0.554,0.438,0.567,0.722,0.562,0.587,0.733,0.686,0.645,0.531,0.581,0.521,0.748,0.837,0.35,0.727,1333352.0,1569148.248898
28792,0.47,0.738,0.593,0.472,0.715,0.579,0.571,0.715,0.934,0.582,0.79,0.626,0.701,0.672,0.649,0.678,0.544,0.772,0.698,0.548,0.669,0.837,0.591,0.58,0.616,0.7,0.685,0.585,0.619,0.601,0.752,0.701,0.437,0.708,1223978.0,1466399.752163
28793,0.34,0.739,0.602,0.527,0.839,0.591,0.576,0.684,0.937,0.579,0.761,0.554,0.679,0.584,0.674,0.579,0.468,0.69,0.697,0.496,0.651,0.821,0.57,0.579,0.762,0.663,0.656,0.565,0.624,0.557,0.856,0.666,0.465,0.794,1131714.0,1346016.063705
28794,0.967,0.9,0.75,0.712,0.698,0.741,0.801,0.977,0.925,0.794,0.858,0.835,0.783,0.794,0.723,0.76,0.787,0.827,0.78,0.61,0.719,0.7,0.745,0.91,1.0,0.762,0.911,0.699,0.728,0.891,0.887,0.917,0.539,0.922,728860.0,1394221.509969
28795,0.481,0.822,0.468,0.492,0.686,0.502,0.553,0.722,0.92,0.544,0.659,0.671,0.66,0.572,0.739,0.515,0.474,0.663,0.503,0.44,0.685,0.926,0.547,0.567,0.565,0.6,0.597,0.564,0.639,0.525,0.691,0.539,0.396,0.776,1306723.0,1607246.836034
28796,0.473,0.884,0.515,0.514,0.64,0.551,0.534,0.739,0.875,0.546,0.783,0.71,0.742,0.641,0.638,0.493,0.476,0.8,0.573,0.509,0.638,0.863,0.534,0.584,0.779,0.661,0.642,0.518,0.571,0.522,0.769,0.63,0.449,0.74,1284319.0,1548171.638425
28797,0.462,0.727,0.521,0.523,0.788,0.591,0.497,0.661,0.808,0.464,0.687,0.558,0.683,0.567,0.584,0.553,0.522,0.625,0.463,0.492,0.578,0.786,0.566,0.535,0.79,0.637,0.59,0.445,0.605,0.461,0.76,0.898,0.502,0.755,970841.0,1281539.448634
28798,0.382,0.657,0.573,0.496,0.777,0.569,0.464,0.61,0.896,0.447,0.656,0.616,0.613,0.636,0.769,0.457,0.513,0.593,0.565,0.439,0.597,0.822,0.52,0.552,0.749,0.631,0.647,0.45,0.568,0.505,0.558,1.024,0.441,0.769,1253092.0,1541798.121909
28799,0.653,0.53,0.709,0.585,0.931,0.7,0.685,0.686,0.783,0.808,0.769,0.782,0.958,0.85,0.699,0.919,0.657,0.815,0.757,0.796,0.761,0.833,0.909,0.745,1.004,0.775,0.893,0.682,0.782,0.785,0.749,0.745,0.613,0.87,802045.0,1564640.546566
28800,0.376,0.738,0.493,0.453,0.874,0.535,0.486,0.619,0.985,0.497,0.642,0.633,0.606,0.591,0.619,0.525,0.502,0.754,0.553,0.508,0.666,0.85,0.53,0.486,0.735,0.59,0.552,0.493,0.659,0.488,0.77,0.746,0.445,0.72,1469523.0,1771619.029104
28801,0.445,0.667,0.586,0.532,0.982,0.549,0.588,0.703,0.922,0.546,0.717,0.563,0.706,0.673,0.653,0.529,0.531,0.74,0.623,0.457,0.738,0.869,0.559,0.617,0.623,0.622,0.653,0.531,0.692,0.59,0.811,0.911,0.469,0.765,1221349.0,1565031.635677
28802,0.629,0.777,0.737,0.581,0.791,0.69,0.687,0.787,0.786,0.677,0.745,0.793,0.894,0.792,0.811,0.823,0.719,0.774,0.784,0.644,0.656,0.831,0.743,0.652,0.837,0.813,0.861,0.649,0.706,0.679,0.617,0.997,0.46,0.764,1163573.0,1658791.964791
28803,0.57,0.772,0.601,0.481,0.794,0.59,0.646,0.807,0.944,0.55,0.767,0.741,0.717,0.762,0.708,0.563,0.603,0.832,0.806,0.465,0.653,0.903,0.582,0.586,0.756,0.711,0.675,0.516,0.73,0.622,0.684,0.941,0.522,0.759,1224302.0,1560570.61898
28804,0.521,0.824,0.622,0.797,0.757,0.582,0.595,0.695,0.966,0.703,0.801,0.645,0.711,0.747,0.87,0.502,0.585,0.845,0.684,0.504,0.763,0.93,0.674,0.557,0.795,0.764,0.766,0.573,0.692,0.671,0.675,0.804,0.464,0.813,1382932.0,1586380.839642
28805,0.446,0.944,0.539,0.542,0.975,0.605,0.55,0.663,0.839,0.514,0.645,0.639,0.76,0.628,0.782,0.475,0.517,0.773,0.583,0.438,0.637,0.78,0.508,0.508,0.719,0.57,0.651,0.505,0.596,0.494,0.775,0.836,0.472,0.867,1173395.0,1451274.848992
28806,0.401,0.775,0.498,0.541,0.705,0.454,0.535,0.673,0.949,0.494,0.714,0.651,0.637,0.567,0.586,0.521,0.414,0.685,0.431,0.543,0.598,0.811,0.463,0.525,0.718,0.591,0.581,0.444,0.597,0.515,0.667,0.559,0.557,0.779,1361593.0,1561711.656685
28807,0.539,0.934,0.725,0.676,0.687,0.779,0.842,0.888,0.858,0.745,0.849,0.745,0.958,0.838,0.671,0.851,0.703,0.932,0.747,0.768,0.769,0.849,0.767,0.78,0.976,0.824,0.949,0.783,0.842,0.894,0.922,0.854,0.643,0.988,966528.0,1417475.475833
28808,0.374,0.765,0.48,0.556,0.732,0.595,0.493,0.685,0.873,0.497,0.703,0.574,0.685,0.635,0.65,0.553,0.517,0.714,0.551,0.396,0.708,0.858,0.545,0.525,0.788,0.558,0.608,0.501,0.577,0.566,0.565,0.854,0.551,0.74,1183848.0,1443346.066376
28809,0.517,0.724,0.717,0.516,0.99,0.722,0.64,0.712,1.07,0.606,0.748,0.718,0.704,0.748,0.812,0.564,0.645,0.82,0.591,0.421,0.624,0.859,0.587,0.643,0.771,0.7,0.75,0.588,0.772,0.65,0.719,0.834,0.587,0.73,1225069.0,1632618.199366
28810,0.419,0.654,0.437,0.471,0.754,0.588,0.473,0.533,0.818,0.459,0.613,0.592,0.658,0.581,0.669,0.457,0.401,0.567,0.49,0.499,0.599,0.635,0.445,0.465,0.613,0.512,0.547,0.405,0.646,0.474,0.52,0.757,0.309,0.682,1175660.0,1370255.178837
28811,0.408,0.888,0.652,0.524,0.771,0.564,0.567,0.74,0.92,0.566,0.69,0.631,0.774,0.676,0.616,0.557,0.538,0.718,0.669,0.475,0.602,0.888,0.573,0.557,0.86,0.75,0.711,0.563,0.553,0.588,0.715,0.711,0.343,0.796,1222411.0,1523252.780867
28812,0.473,0.975,0.615,0.636,0.729,0.566,0.576,0.662,0.908,0.517,0.797,0.621,0.67,0.656,0.666,0.586,0.61,0.814,0.841,0.526,0.644,0.786,0.581,0.53,0.677,0.779,0.786,0.58,0.66,0.538,1.015,0.886,0.603,0.741,1428679.0,1670220.762056
28813,0.448,0.789,0.529,0.639,0.911,0.56,0.534,0.667,0.905,0.514,0.651,0.618,0.652,0.61,0.61,0.586,0.399,0.615,0.457,0.45,0.667,0.79,0.512,0.548,0.686,0.549,0.583,0.515,0.561,0.481,0.8,0.668,0.428,0.761,1098868.0,1370191.644952
28814,0.485,0.771,0.446,0.604,0.62,0.599,0.482,0.673,0.947,0.552,0.683,0.67,0.73,0.722,0.559,0.431,0.456,0.661,0.504,0.425,0.642,0.732,0.531,0.539,0.67,0.627,0.577,0.447,0.629,0.546,0.811,0.639,0.363,0.749,1085881.0,1330856.759389
28815,0.484,0.857,0.635,0.501,0.715,0.628,0.567,0.74,0.895,0.675,0.65,0.651,0.862,0.735,0.803,0.589,0.527,0.8,0.628,0.484,0.678,0.855,0.602,0.574,0.809,0.753,0.762,0.567,0.65,0.548,0.689,0.822,0.366,0.858,1268015.0,1549695.552089
28816,0.539,0.79,0.741,0.744,0.956,0.76,0.716,0.851,0.629,0.924,0.798,0.752,0.915,0.803,0.0,0.727,0.75,0.703,0.727,0.384,0.735,0.777,0.761,0.843,0.757,0.719,0.772,0.833,0.87,0.767,0.793,0.726,0.751,0.959,761683.0,1676588.501277
28817,0.421,0.553,0.498,0.454,0.669,0.655,0.48,0.728,0.761,0.55,0.771,0.579,0.87,0.655,0.85,0.613,0.474,0.666,0.479,0.441,0.584,0.735,0.54,0.54,0.651,0.549,0.627,0.449,0.633,0.5,0.717,0.931,0.448,0.733,1064671.0,1045946.17641
28818,0.853,0.89,0.793,0.792,0.852,0.696,0.77,0.729,0.869,0.9,0.943,0.705,0.828,0.916,0.687,0.645,0.758,0.838,0.759,0.746,0.661,0.736,0.82,0.837,0.737,0.841,0.87,0.772,0.69,0.715,0.916,0.814,0.691,0.908,881002.0,1650196.332026
28819,0.608,0.627,0.739,0.614,0.777,0.806,0.702,0.748,0.737,0.639,0.861,0.709,0.875,0.817,0.988,0.668,0.652,0.774,0.782,0.437,0.62,0.669,0.718,0.664,1.026,0.729,0.793,0.606,0.8,0.736,0.634,0.8,0.546,1.01,1052887.0,1422530.455413
28820,0.498,0.662,0.514,0.5,0.86,0.553,0.54,0.655,0.877,0.501,0.714,0.598,0.82,0.606,0.739,0.61,0.513,0.761,0.668,0.51,0.679,0.919,0.62,0.58,0.807,0.647,0.785,0.529,0.654,0.543,0.742,0.48,0.436,0.754,1328776.0,1596785.379487
28821,0.466,0.735,0.456,0.478,0.845,0.618,0.492,0.7,0.791,0.532,0.689,0.652,0.66,0.577,0.707,0.547,0.487,0.63,0.528,0.522,0.653,0.805,0.505,0.594,0.687,0.566,0.611,0.523,0.647,0.536,0.686,0.692,0.517,0.742,1336171.0,1645502.587937
28822,0.443,0.674,0.477,0.532,0.974,0.569,0.531,0.649,0.979,0.543,0.672,0.616,0.641,0.654,0.728,0.444,0.49,0.701,0.524,0.464,0.731,0.905,0.557,0.549,0.523,0.643,0.604,0.491,0.578,0.535,0.631,0.684,0.539,0.821,1329787.0,1640091.956569
28823,0.671,0.905,0.708,0.615,0.892,0.684,0.792,0.709,0.768,0.685,0.766,0.671,0.97,0.854,0.681,0.7,0.82,0.743,0.75,0.52,0.749,0.741,0.729,0.69,0.99,0.838,0.877,0.667,0.769,0.779,0.913,0.681,0.541,0.841,985283.0,1698459.463753
28824,0.457,0.735,0.516,0.49,0.903,0.541,0.472,0.79,0.908,0.535,0.706,0.613,0.705,0.627,0.695,0.521,0.414,0.654,0.635,0.467,0.632,0.791,0.52,0.51,0.684,0.647,0.649,0.485,0.615,0.504,0.597,0.613,0.483,0.782,1279442.0,1665523.585972
28825,0.415,0.849,0.579,0.52,0.686,0.619,0.605,0.666,0.912,0.596,0.764,0.669,0.775,0.697,0.685,0.571,0.537,0.752,0.613,0.394,0.646,0.908,0.579,0.582,0.875,0.671,0.692,0.51,0.646,0.573,0.714,0.948,0.419,0.789,1269017.0,1645229.245885
28826,0.457,0.906,0.538,0.434,0.769,0.543,0.419,0.619,0.829,0.478,0.711,0.556,0.691,0.661,0.764,0.459,0.487,0.633,0.619,0.485,0.654,0.894,0.551,0.473,0.777,0.591,0.63,0.476,0.543,0.575,0.619,0.596,0.546,0.761,1072136.0,1269833.113763
28827,0.52,0.813,0.567,0.481,0.825,0.618,0.506,0.772,0.906,0.546,0.775,0.626,0.8,0.643,0.878,0.482,0.517,0.753,0.656,0.525,0.568,0.872,0.622,0.577,0.725,0.68,0.709,0.507,0.532,0.583,0.809,0.927,0.307,0.806,1100019.0,1297556.29414
28828,0.415,0.774,0.489,0.561,0.698,0.557,0.461,0.623,0.941,0.539,0.63,0.631,0.847,0.654,0.601,0.546,0.541,0.631,0.61,0.458,0.632,0.923,0.511,0.531,0.894,0.646,0.618,0.444,0.608,0.496,1.049,0.711,0.355,0.822,1168991.0,1458844.263199
28829,0.432,0.833,0.539,0.54,0.865,0.596,0.527,0.616,0.869,0.52,0.634,0.593,0.658,0.588,0.712,0.537,0.549,0.697,0.747,0.475,0.605,0.765,0.532,0.519,0.542,0.649,0.599,0.475,0.584,0.585,0.585,0.952,0.346,0.651,1146262.0,1424149.496411
28830,0.428,0.779,0.509,0.499,0.746,0.567,0.558,0.702,0.96,0.54,0.774,0.644,0.773,0.602,0.683,0.448,0.609,0.715,0.563,0.469,0.587,0.927,0.607,0.627,0.857,0.67,0.714,0.519,0.586,0.58,0.902,0.856,0.428,0.664,1234635.0,1485563.578324
28831,0.414,0.749,0.6,0.549,0.906,0.55,0.567,0.775,0.906,0.57,0.729,0.684,0.698,0.685,0.643,0.574,0.628,0.802,0.661,0.466,0.612,0.889,0.681,0.594,0.737,0.695,0.747,0.55,0.642,0.561,0.726,0.875,0.662,0.732,1311636.0,1619281.999841
28832,0.429,0.754,0.616,0.538,0.745,0.52,0.583,0.6,0.803,0.606,0.68,0.605,0.827,0.708,0.745,0.597,0.564,0.901,0.607,0.594,0.634,0.77,0.558,0.609,1.165,0.676,0.668,0.561,0.589,0.597,0.768,0.73,0.374,0.929,1103796.0,1453754.800009
28834,0.43,0.775,0.589,0.502,0.652,0.566,0.474,0.562,0.707,0.454,0.636,0.503,0.705,0.589,0.554,0.435,0.392,0.599,0.477,0.44,0.563,0.765,0.463,0.508,0.74,0.554,0.641,0.442,0.501,0.495,0.662,0.704,0.347,0.839,1002115.0,1263096.73629
28835,0.385,0.487,0.567,0.498,0.955,0.644,0.535,0.723,0.901,0.556,0.612,0.667,0.732,0.672,0.712,0.459,0.568,0.644,0.621,0.472,0.636,0.791,0.548,0.509,0.667,0.65,0.667,0.512,0.616,0.52,0.775,0.887,0.385,0.736,1333620.0,1708209.730882
28836,0.486,0.939,0.604,0.535,0.771,0.58,0.593,0.732,0.881,0.508,0.66,0.583,0.681,0.681,0.857,0.604,0.568,0.685,0.654,0.503,0.695,0.99,0.606,0.571,0.838,0.652,0.657,0.57,0.607,0.58,0.595,0.714,0.433,0.781,1242077.0,1555594.881835
28837,0.389,0.846,0.427,0.518,0.809,0.539,0.463,0.679,0.852,0.538,0.724,0.512,0.616,0.554,0.588,0.461,0.431,0.585,0.585,0.458,0.533,0.786,0.513,0.458,0.614,0.577,0.591,0.416,0.554,0.472,0.578,0.645,0.384,0.731,1373264.0,1653961.879538
28838,0.506,0.755,0.691,0.503,0.743,0.622,0.629,0.75,0.847,0.642,0.78,0.737,0.688,0.794,0.86,0.568,0.513,0.638,0.642,0.46,0.617,0.783,0.633,0.593,0.581,0.664,0.706,0.621,0.609,0.587,0.766,0.784,0.527,0.739,1236427.0,1533131.120163
28839,0.412,0.748,0.555,0.696,0.82,0.67,0.581,0.741,0.825,0.506,0.742,0.62,0.773,0.612,0.617,0.601,0.519,0.629,0.632,0.451,0.61,0.602,0.539,0.51,0.821,0.69,0.716,0.486,0.635,0.603,0.866,0.912,0.361,0.798,1033667.0,1303765.928307
28840,0.491,0.9,0.64,0.635,0.898,0.666,0.616,0.669,0.875,0.638,0.71,0.688,0.799,0.76,0.643,0.667,0.651,0.675,0.728,0.506,0.682,0.974,0.672,0.611,0.765,0.722,0.752,0.616,0.679,0.774,0.902,0.804,0.414,0.86,1100239.0,1506872.585983
28841,0.438,0.819,0.527,0.544,0.83,0.554,0.477,0.604,0.874,0.485,0.745,0.516,0.697,0.693,0.695,0.55,0.577,0.706,0.6,0.461,0.605,0.799,0.488,0.532,0.687,0.693,0.648,0.473,0.593,0.58,0.886,0.812,0.52,0.751,1039782.0,1323542.007249
28842,0.515,1.01,0.535,0.597,0.789,0.601,0.5,0.667,0.993,0.615,0.745,0.675,0.669,0.641,0.733,0.526,0.437,0.687,0.622,0.474,0.729,1.047,0.56,0.559,0.934,0.579,0.581,0.514,0.52,0.611,0.509,0.81,0.338,0.66,1171081.0,1480882.171302
28843,0.447,0.76,0.581,0.545,0.758,0.581,0.595,0.716,0.852,0.562,0.739,0.625,0.765,0.736,0.724,0.614,0.546,0.75,0.584,0.437,0.527,0.75,0.57,0.626,0.809,0.691,0.768,0.502,0.567,0.57,0.846,0.696,0.358,0.831,1301290.0,1564192.457988
28844,0.441,0.846,0.549,0.66,0.707,0.572,0.537,0.667,0.792,0.498,0.676,0.508,0.673,0.64,0.594,0.57,0.594,0.695,0.614,0.573,0.59,0.858,0.543,0.568,0.697,0.653,0.657,0.467,0.579,0.52,0.698,0.734,0.366,0.77,1127511.0,1483249.942111
28845,0.374,0.794,0.478,0.542,0.862,0.566,0.437,0.6,0.819,0.496,0.606,0.575,0.684,0.676,0.518,0.487,0.481,0.637,0.521,0.46,0.616,0.734,0.475,0.499,0.657,0.573,0.572,0.475,0.535,0.473,0.669,0.682,0.386,0.774,1295637.0,1542647.948526
28846,0.382,0.628,0.419,0.568,0.756,0.559,0.495,0.661,0.849,0.528,0.737,0.655,0.713,0.634,0.647,0.512,0.478,0.584,0.486,0.558,0.543,0.749,0.461,0.524,0.671,0.585,0.555,0.44,0.573,0.461,0.665,0.735,0.397,0.627,1113981.0,1414103.49728
28847,0.397,0.768,0.535,0.482,0.923,0.512,0.46,0.646,0.921,0.506,0.687,0.604,0.673,0.618,0.603,0.558,0.474,0.648,0.625,0.463,0.659,0.988,0.525,0.529,1.018,0.611,0.597,0.443,0.601,0.512,0.709,0.614,0.358,0.728,1342735.0,1724571.988715
28852,0.516,0.879,0.777,0.61,0.824,0.73,0.778,0.804,1.011,0.817,0.734,0.769,0.606,0.725,0.75,0.674,0.493,0.674,0.747,0.415,0.791,0.884,0.772,0.67,0.682,0.707,0.76,0.737,0.68,0.774,0.726,0.702,0.344,0.76,1208603.0,1361389.493747
28853,0.529,0.728,0.725,0.575,0.902,0.591,0.658,0.696,0.926,0.673,0.748,0.62,0.685,0.766,0.592,0.49,0.628,0.645,0.748,0.444,0.728,0.925,0.631,0.627,0.732,0.75,0.703,0.604,0.681,0.627,0.763,1.054,0.402,0.818,1237672.0,1329772.082573
28854,0.403,0.897,0.554,0.599,0.629,0.553,0.565,0.739,0.966,0.615,0.655,0.598,0.691,0.793,0.832,0.492,0.587,0.639,0.56,0.512,0.7,0.897,0.575,0.544,0.707,0.66,0.658,0.528,0.628,0.578,0.609,0.871,0.286,0.708,1281891.0,1514156.654437
28855,0.43,0.734,0.548,0.486,0.893,0.543,0.545,0.761,0.955,0.594,0.673,0.595,0.667,0.689,0.832,0.461,0.502,0.7,0.624,0.514,0.652,0.814,0.576,0.531,0.718,0.614,0.607,0.482,0.531,0.649,0.726,0.841,0.381,0.792,1200627.0,1554668.761431
28856,0.665,0.989,0.86,0.735,0.692,0.863,0.754,0.837,0.918,0.761,0.774,0.746,0.874,0.845,0.71,0.59,0.705,0.785,0.661,0.51,0.785,0.907,0.75,0.686,0.991,0.718,0.875,0.68,0.823,0.737,0.742,0.745,0.508,0.91,1104773.0,1459448.526159
28857,0.448,0.693,0.568,0.507,0.768,0.671,0.612,0.721,0.935,0.715,0.706,0.64,0.652,0.753,0.473,0.588,0.474,0.775,0.6,0.623,0.775,0.936,0.645,0.596,0.602,0.594,0.646,0.577,0.567,0.621,0.678,0.802,0.621,0.736,1132384.0,1270154.073907
28858,0.416,0.977,0.729,0.606,0.806,0.609,0.623,0.783,0.919,0.672,0.695,0.621,0.645,0.715,0.73,0.588,0.551,0.675,0.712,0.577,0.734,0.856,0.626,0.607,0.911,0.631,0.712,0.607,0.713,0.603,0.68,1.043,0.428,0.861,1230854.0,1423462.999743
28859,0.496,0.555,0.523,0.56,0.686,0.657,0.625,0.682,0.879,0.685,0.748,0.619,0.646,0.697,0.91,0.563,0.531,0.792,0.728,0.617,0.647,0.791,0.611,0.596,0.695,0.692,0.649,0.635,0.699,0.602,0.65,0.783,0.36,0.742,1047844.0,1366542.101371
28860,0.543,0.558,0.551,0.552,0.965,0.645,0.715,0.761,0.87,0.746,0.702,0.685,0.723,0.758,0.909,0.618,0.583,0.819,0.694,0.507,0.722,0.79,0.588,0.564,0.741,0.68,0.622,0.535,0.8,0.744,0.825,0.822,0.42,0.759,1127052.0,1234435.479905
28861,0.463,0.781,0.555,0.483,0.565,0.622,0.62,0.71,0.908,0.62,0.635,0.642,0.578,0.678,0.786,0.495,0.503,0.698,0.642,0.456,0.657,0.747,0.562,0.532,0.708,0.586,0.572,0.522,0.633,0.601,0.686,0.742,0.433,0.709,1411258.0,1778058.324253
