rh.aparc.gauscurv,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
28769,0.022,0.03,0.034,0.048,0.066,0.04,0.048,0.043,0.043,0.045,0.054,0.057,0.046,0.037,0.037,0.051,0.033,0.045,0.033,0.048,0.048,0.035,0.038,0.041,0.044,0.049,0.046,0.048,0.032,0.045,0.068,0.049,0.045,0.041,982821.0,1270527.250846
28770,0.03,0.032,0.026,0.039,0.054,0.029,0.031,0.033,0.03,0.037,0.036,0.04,0.034,0.029,0.03,0.028,0.031,0.043,0.023,0.041,0.03,0.03,0.031,0.03,0.036,0.037,0.031,0.031,0.025,0.028,0.049,0.052,0.036,0.039,1184054.0,1480834.264995
28771,0.03,0.032,0.034,0.049,0.04,0.035,0.038,0.033,0.035,0.041,0.04,0.038,0.037,0.033,0.034,0.03,0.034,0.04,0.039,0.043,0.039,0.033,0.033,0.032,0.039,0.037,0.037,0.039,0.027,0.032,0.05,0.056,0.04,0.041,1314499.0,1697240.017898
28772,0.017,0.02,0.024,0.036,0.031,0.028,0.024,0.029,0.028,0.031,0.038,0.034,0.03,0.028,0.032,0.028,0.023,0.033,0.028,0.033,0.028,0.027,0.023,0.025,0.025,0.031,0.029,0.028,0.022,0.023,0.06,0.031,0.03,0.033,1301734.0,1590121.140361
28773,0.041,0.056,0.063,0.105,0.079,0.062,0.071,0.064,0.061,0.074,0.059,0.062,0.047,0.06,0.046,0.061,0.055,0.09,0.062,0.062,0.076,0.054,0.073,0.061,0.049,0.06,0.061,0.072,0.056,0.068,0.077,0.077,0.052,0.05,794642.0,1423734.219551
28774,0.021,0.024,0.027,0.046,0.059,0.029,0.032,0.031,0.028,0.041,0.035,0.043,0.04,0.026,0.026,0.031,0.025,0.034,0.033,0.036,0.032,0.031,0.03,0.028,0.036,0.041,0.034,0.034,0.025,0.028,0.055,0.048,0.03,0.027,1086615.0,1374347.046624
28775,0.023,0.024,0.042,0.049,0.071,0.04,0.032,0.039,0.034,0.041,0.046,0.045,0.044,0.033,0.031,0.037,0.034,0.06,0.039,0.048,0.036,0.036,0.036,0.037,0.033,0.05,0.043,0.036,0.029,0.037,0.058,0.057,0.037,0.034,980948.0,1286328.667807
28776,0.024,0.039,0.048,0.084,0.081,0.048,0.047,0.053,0.045,0.063,0.053,0.065,0.048,0.04,0.041,0.053,0.038,0.068,0.047,0.058,0.048,0.039,0.047,0.055,0.039,0.056,0.048,0.05,0.034,0.04,0.078,0.076,0.035,0.029,995099.0,1397666.798359
28777,0.021,0.026,0.038,0.053,0.029,0.033,0.039,0.035,0.042,0.048,0.046,0.049,0.048,0.036,0.027,0.039,0.035,0.05,0.034,0.044,0.038,0.039,0.037,0.038,0.033,0.049,0.04,0.039,0.029,0.04,0.054,0.051,0.038,0.044,1284328.0,1728883.837411
28778,0.019,0.018,0.024,0.033,0.031,0.024,0.026,0.027,0.026,0.029,0.039,0.031,0.035,0.022,0.021,0.023,0.024,0.033,0.037,0.029,0.022,0.023,0.022,0.025,0.029,0.03,0.024,0.025,0.023,0.025,0.046,0.037,0.026,0.028,1075104.0,1278909.873654
28779,0.017,0.024,0.026,0.041,0.03,0.029,0.029,0.03,0.03,0.033,0.037,0.037,0.029,0.025,0.023,0.025,0.025,0.038,0.027,0.036,0.022,0.029,0.025,0.024,0.035,0.03,0.028,0.026,0.024,0.028,0.058,0.043,0.025,0.026,1088457.0,1404105.938098
28780,0.021,0.027,0.024,0.04,0.033,0.023,0.024,0.032,0.03,0.03,0.04,0.038,0.034,0.027,0.026,0.023,0.025,0.027,0.024,0.04,0.021,0.032,0.022,0.027,0.036,0.032,0.029,0.026,0.022,0.025,0.048,0.051,0.025,0.026,1239589.0,1599462.390176
28781,0.043,0.04,0.05,0.103,0.062,0.047,0.07,0.042,0.057,0.068,0.068,0.066,0.067,0.042,0.038,0.052,0.051,0.075,0.045,0.074,0.067,0.049,0.052,0.063,0.044,0.065,0.055,0.068,0.048,0.065,0.071,0.089,0.038,0.039,899729.0,1643276.584172
28782,0.034,0.03,0.055,0.08,0.066,0.044,0.046,0.05,0.053,0.062,0.058,0.059,0.053,0.049,0.03,0.05,0.044,0.058,0.057,0.065,0.055,0.047,0.052,0.056,0.035,0.059,0.053,0.064,0.046,0.061,0.072,0.063,0.062,0.054,940513.0,1467732.721919
28783,0.021,0.029,0.025,0.037,0.042,0.026,0.025,0.031,0.028,0.034,0.038,0.042,0.03,0.025,0.032,0.028,0.025,0.032,0.024,0.031,0.025,0.025,0.023,0.029,0.031,0.035,0.033,0.026,0.022,0.028,0.043,0.031,0.025,0.028,1181018.0,1529204.086155
28784,0.028,0.031,0.042,0.061,0.054,0.036,0.041,0.037,0.043,0.05,0.062,0.048,0.048,0.033,0.029,0.042,0.034,0.07,0.042,0.05,0.038,0.041,0.038,0.041,0.05,0.049,0.046,0.043,0.031,0.036,0.094,0.064,0.039,0.039,1155641.0,1476194.171648
28785,0.018,0.029,0.028,0.034,0.03,0.031,0.029,0.034,0.025,0.036,0.033,0.038,0.035,0.03,0.025,0.031,0.028,0.035,0.034,0.038,0.027,0.03,0.03,0.027,0.032,0.035,0.029,0.027,0.022,0.027,0.044,0.034,0.033,0.031,1183561.0,1429634.507164
28786,0.017,0.021,0.025,0.039,0.048,0.032,0.023,0.039,0.036,0.035,0.041,0.04,0.036,0.028,0.034,0.023,0.024,0.029,0.027,0.038,0.025,0.026,0.026,0.026,0.034,0.031,0.032,0.028,0.023,0.026,0.036,0.046,0.024,0.038,1140522.0,1277104.0563
28787,0.015,0.017,0.021,0.036,0.037,0.024,0.021,0.021,0.027,0.032,0.031,0.033,0.031,0.024,0.015,0.022,0.023,0.033,0.027,0.031,0.026,0.024,0.024,0.026,0.024,0.026,0.023,0.024,0.018,0.023,0.042,0.038,0.029,0.031,1276245.0,1560003.480146
28788,0.018,0.022,0.025,0.04,0.039,0.027,0.028,0.028,0.029,0.034,0.033,0.04,0.025,0.028,0.027,0.023,0.025,0.04,0.03,0.035,0.026,0.025,0.028,0.028,0.035,0.036,0.03,0.029,0.022,0.026,0.054,0.042,0.025,0.037,1376442.0,1627797.07298
28789,0.024,0.027,0.027,0.044,0.056,0.032,0.029,0.029,0.032,0.034,0.037,0.037,0.036,0.029,0.02,0.031,0.026,0.048,0.031,0.049,0.033,0.025,0.027,0.03,0.03,0.038,0.03,0.027,0.024,0.032,0.077,0.052,0.043,0.028,1368875.0,1676668.661176
28790,0.022,0.028,0.02,0.042,0.036,0.03,0.025,0.032,0.034,0.036,0.041,0.041,0.042,0.027,0.026,0.026,0.025,0.03,0.024,0.035,0.027,0.027,0.022,0.025,0.029,0.03,0.029,0.025,0.019,0.026,0.037,0.042,0.028,0.028,1111672.0,1356930.012251
28791,0.022,0.026,0.036,0.039,0.039,0.03,0.033,0.035,0.04,0.042,0.037,0.042,0.033,0.029,0.029,0.031,0.03,0.039,0.03,0.046,0.033,0.033,0.031,0.033,0.029,0.048,0.038,0.034,0.027,0.03,0.059,0.04,0.035,0.04,1333352.0,1569148.248898
28792,0.018,0.025,0.022,0.034,0.033,0.025,0.023,0.028,0.029,0.029,0.036,0.034,0.03,0.024,0.017,0.026,0.024,0.034,0.025,0.034,0.026,0.024,0.026,0.022,0.029,0.032,0.029,0.024,0.021,0.022,0.057,0.051,0.025,0.03,1223978.0,1466399.752163
28793,0.017,0.022,0.023,0.041,0.039,0.027,0.027,0.03,0.03,0.031,0.031,0.033,0.035,0.03,0.02,0.021,0.026,0.043,0.031,0.035,0.027,0.029,0.022,0.025,0.027,0.035,0.03,0.026,0.026,0.027,0.048,0.028,0.025,0.027,1131714.0,1346016.063705
28794,0.057,0.046,0.064,0.073,0.064,0.065,0.068,0.062,0.062,0.084,0.076,0.066,0.057,0.065,0.056,0.05,0.059,0.068,0.053,0.064,0.07,0.051,0.068,0.054,0.067,0.075,0.062,0.068,0.062,0.06,0.088,0.064,0.048,0.037,728860.0,1394221.509969
28795,0.021,0.026,0.025,0.042,0.023,0.024,0.026,0.032,0.03,0.035,0.032,0.038,0.032,0.027,0.017,0.023,0.026,0.032,0.028,0.028,0.025,0.027,0.024,0.026,0.028,0.032,0.032,0.031,0.023,0.025,0.044,0.035,0.022,0.032,1306723.0,1607246.836034
28796,0.016,0.023,0.027,0.043,0.037,0.028,0.024,0.032,0.03,0.034,0.037,0.036,0.033,0.027,0.019,0.023,0.023,0.04,0.024,0.031,0.027,0.026,0.027,0.027,0.03,0.034,0.031,0.029,0.019,0.027,0.046,0.048,0.022,0.029,1284319.0,1548171.638425
28797,0.026,0.029,0.031,0.039,0.034,0.032,0.029,0.03,0.028,0.035,0.045,0.04,0.035,0.027,0.021,0.024,0.032,0.036,0.025,0.042,0.031,0.026,0.033,0.03,0.028,0.036,0.026,0.027,0.031,0.027,0.052,0.041,0.031,0.031,970841.0,1281539.448634
28798,0.016,0.02,0.023,0.041,0.039,0.028,0.027,0.03,0.027,0.03,0.034,0.034,0.03,0.029,0.024,0.026,0.028,0.039,0.024,0.037,0.023,0.026,0.024,0.026,0.026,0.029,0.029,0.027,0.022,0.029,0.052,0.054,0.039,0.034,1253092.0,1541798.121909
28799,0.058,0.048,0.065,0.073,0.079,0.064,0.071,0.076,0.059,0.089,0.081,0.072,0.068,0.06,0.057,0.059,0.074,0.092,0.076,0.077,0.071,0.052,0.072,0.063,0.041,0.079,0.07,0.071,0.058,0.07,0.096,0.109,0.036,0.046,802045.0,1564640.546566
28800,0.015,0.021,0.023,0.037,0.031,0.026,0.024,0.028,0.03,0.028,0.034,0.039,0.031,0.023,0.019,0.024,0.024,0.04,0.028,0.032,0.029,0.027,0.024,0.026,0.037,0.034,0.03,0.025,0.023,0.024,0.049,0.035,0.028,0.032,1469523.0,1771619.029104
28801,0.017,0.023,0.027,0.041,0.05,0.033,0.028,0.033,0.027,0.032,0.042,0.033,0.035,0.029,0.02,0.029,0.024,0.04,0.023,0.029,0.031,0.026,0.028,0.027,0.03,0.032,0.032,0.029,0.026,0.031,0.061,0.059,0.031,0.033,1221349.0,1565031.635677
28802,0.034,0.039,0.055,0.063,0.053,0.049,0.055,0.054,0.054,0.067,0.063,0.059,0.058,0.051,0.035,0.06,0.05,0.074,0.054,0.063,0.058,0.039,0.055,0.055,0.046,0.058,0.053,0.052,0.04,0.049,0.065,0.074,0.053,0.043,1163573.0,1658791.964791
28803,0.017,0.022,0.031,0.037,0.034,0.027,0.029,0.035,0.033,0.034,0.037,0.034,0.034,0.03,0.02,0.028,0.036,0.039,0.033,0.03,0.031,0.024,0.029,0.029,0.033,0.034,0.03,0.031,0.027,0.034,0.058,0.045,0.037,0.037,1224302.0,1560570.61898
28804,0.022,0.026,0.03,0.048,0.029,0.032,0.032,0.029,0.027,0.038,0.039,0.041,0.035,0.033,0.036,0.036,0.032,0.042,0.029,0.037,0.031,0.027,0.034,0.029,0.038,0.036,0.037,0.034,0.027,0.032,0.069,0.047,0.037,0.045,1382932.0,1586380.839642
28805,0.013,0.025,0.032,0.043,0.046,0.035,0.031,0.036,0.034,0.034,0.034,0.042,0.038,0.036,0.034,0.025,0.026,0.049,0.031,0.042,0.033,0.031,0.028,0.027,0.037,0.037,0.036,0.028,0.025,0.029,0.066,0.049,0.036,0.034,1173395.0,1451274.848992
28806,0.015,0.024,0.021,0.036,0.043,0.028,0.024,0.025,0.027,0.03,0.028,0.033,0.029,0.025,0.017,0.025,0.026,0.032,0.022,0.035,0.023,0.028,0.023,0.026,0.029,0.027,0.026,0.023,0.02,0.025,0.03,0.042,0.033,0.031,1361593.0,1561711.656685
28807,0.039,0.029,0.05,0.07,0.039,0.044,0.051,0.05,0.047,0.06,0.057,0.044,0.05,0.045,0.028,0.054,0.04,0.05,0.055,0.059,0.055,0.048,0.051,0.053,0.028,0.053,0.046,0.065,0.037,0.056,0.066,0.055,0.051,0.037,966528.0,1417475.475833
28808,0.016,0.025,0.023,0.038,0.039,0.026,0.022,0.023,0.028,0.031,0.039,0.029,0.029,0.025,0.018,0.026,0.029,0.03,0.028,0.032,0.03,0.029,0.023,0.028,0.027,0.028,0.028,0.024,0.019,0.025,0.044,0.04,0.03,0.029,1183848.0,1443346.066376
28809,0.026,0.043,0.031,0.044,0.049,0.042,0.035,0.042,0.046,0.042,0.049,0.049,0.033,0.041,0.038,0.037,0.032,0.041,0.032,0.039,0.035,0.043,0.033,0.032,0.042,0.037,0.035,0.039,0.032,0.035,0.073,0.052,0.03,0.036,1225069.0,1632618.199366
28810,0.024,0.022,0.022,0.034,0.033,0.025,0.026,0.027,0.023,0.033,0.036,0.037,0.029,0.025,0.022,0.024,0.024,0.03,0.028,0.037,0.024,0.024,0.025,0.024,0.023,0.028,0.027,0.025,0.022,0.027,0.043,0.053,0.028,0.027,1175660.0,1370255.178837
28811,0.018,0.026,0.029,0.034,0.045,0.027,0.026,0.029,0.03,0.034,0.036,0.035,0.036,0.026,0.018,0.03,0.025,0.037,0.032,0.033,0.027,0.025,0.026,0.026,0.031,0.036,0.033,0.03,0.02,0.023,0.062,0.052,0.021,0.029,1222411.0,1523252.780867
28812,0.016,0.019,0.023,0.038,0.033,0.026,0.025,0.032,0.025,0.033,0.039,0.038,0.031,0.026,0.023,0.028,0.023,0.045,0.03,0.037,0.027,0.023,0.025,0.025,0.038,0.036,0.03,0.028,0.024,0.029,0.05,0.035,0.033,0.03,1428679.0,1670220.762056
28813,0.022,0.026,0.024,0.036,0.049,0.029,0.027,0.032,0.027,0.031,0.033,0.038,0.034,0.026,0.026,0.025,0.021,0.032,0.025,0.037,0.025,0.033,0.022,0.023,0.028,0.029,0.028,0.024,0.02,0.023,0.044,0.033,0.027,0.028,1098868.0,1370191.644952
28814,0.021,0.022,0.024,0.041,0.03,0.028,0.025,0.031,0.033,0.034,0.04,0.035,0.033,0.026,0.018,0.028,0.023,0.028,0.028,0.043,0.027,0.028,0.025,0.027,0.035,0.033,0.031,0.028,0.023,0.029,0.052,0.051,0.03,0.026,1085881.0,1330856.759389
28815,0.02,0.025,0.031,0.037,0.028,0.03,0.028,0.03,0.032,0.036,0.037,0.04,0.038,0.029,0.025,0.029,0.03,0.038,0.026,0.036,0.033,0.03,0.031,0.032,0.026,0.037,0.032,0.027,0.025,0.028,0.072,0.049,0.037,0.041,1268015.0,1549695.552089
28816,0.055,0.061,0.072,0.048,0.085,0.072,0.081,0.058,0.068,0.101,0.075,0.056,0.082,0.079,0.0,0.071,0.058,0.081,0.052,0.073,0.062,0.055,0.064,0.069,0.072,0.073,0.077,0.079,0.049,0.064,0.11,0.053,0.055,0.059,761683.0,1676588.501277
28817,0.022,0.035,0.026,0.039,0.044,0.035,0.029,0.035,0.036,0.039,0.041,0.042,0.036,0.029,0.034,0.026,0.029,0.039,0.03,0.039,0.028,0.031,0.027,0.028,0.029,0.034,0.032,0.03,0.025,0.033,0.066,0.054,0.039,0.036,1064671.0,1045946.17641
28818,0.045,0.055,0.082,0.078,0.076,0.072,0.075,0.081,0.059,0.079,0.078,0.082,0.058,0.092,0.052,0.079,0.054,0.071,0.062,0.093,0.081,0.072,0.072,0.071,0.053,0.075,0.07,0.074,0.057,0.07,0.083,0.08,0.047,0.05,881002.0,1650196.332026
28819,0.032,0.038,0.039,0.056,0.055,0.043,0.049,0.041,0.041,0.053,0.06,0.049,0.049,0.043,0.038,0.039,0.044,0.07,0.057,0.046,0.039,0.039,0.04,0.045,0.053,0.056,0.051,0.046,0.042,0.038,0.075,0.061,0.045,0.035,1052887.0,1422530.455413
28820,0.017,0.021,0.025,0.04,0.033,0.028,0.023,0.032,0.025,0.03,0.036,0.034,0.037,0.026,0.022,0.023,0.025,0.046,0.034,0.04,0.027,0.027,0.023,0.029,0.034,0.038,0.033,0.028,0.022,0.021,0.056,0.047,0.025,0.024,1328776.0,1596785.379487
28821,0.019,0.024,0.021,0.039,0.024,0.028,0.026,0.032,0.025,0.03,0.031,0.041,0.032,0.026,0.027,0.019,0.023,0.031,0.02,0.033,0.026,0.026,0.021,0.026,0.034,0.027,0.027,0.027,0.024,0.023,0.035,0.045,0.032,0.033,1336171.0,1645502.587937
28822,0.021,0.019,0.025,0.032,0.039,0.025,0.023,0.029,0.031,0.034,0.032,0.039,0.028,0.027,0.023,0.024,0.025,0.031,0.021,0.036,0.029,0.028,0.025,0.027,0.022,0.028,0.029,0.024,0.019,0.023,0.051,0.035,0.029,0.035,1329787.0,1640091.956569
28823,0.035,0.041,0.061,0.064,0.094,0.051,0.062,0.072,0.065,0.058,0.063,0.063,0.062,0.065,0.047,0.065,0.049,0.077,0.051,0.046,0.066,0.072,0.061,0.068,0.053,0.067,0.063,0.071,0.052,0.066,0.075,0.079,0.057,0.047,985283.0,1698459.463753
28824,0.018,0.02,0.025,0.031,0.031,0.031,0.025,0.035,0.035,0.032,0.041,0.037,0.036,0.025,0.019,0.025,0.026,0.029,0.03,0.038,0.028,0.031,0.025,0.027,0.032,0.033,0.031,0.027,0.023,0.028,0.041,0.041,0.031,0.029,1279442.0,1665523.585972
28825,0.026,0.02,0.029,0.038,0.042,0.033,0.034,0.033,0.031,0.038,0.04,0.037,0.039,0.031,0.031,0.023,0.023,0.039,0.025,0.036,0.032,0.031,0.029,0.027,0.035,0.04,0.036,0.029,0.028,0.028,0.051,0.049,0.029,0.035,1269017.0,1645229.245885
28826,0.02,0.021,0.026,0.037,0.034,0.027,0.024,0.029,0.029,0.034,0.035,0.034,0.031,0.027,0.034,0.026,0.025,0.026,0.026,0.032,0.027,0.026,0.023,0.024,0.038,0.032,0.028,0.027,0.021,0.025,0.042,0.04,0.031,0.026,1072136.0,1269833.113763
28827,0.021,0.035,0.026,0.037,0.048,0.03,0.027,0.036,0.035,0.034,0.035,0.04,0.042,0.027,0.034,0.026,0.027,0.039,0.03,0.037,0.027,0.031,0.029,0.028,0.031,0.034,0.031,0.028,0.021,0.03,0.065,0.062,0.033,0.028,1100019.0,1297556.29414
28828,0.021,0.022,0.022,0.042,0.027,0.034,0.024,0.031,0.03,0.031,0.035,0.037,0.04,0.029,0.024,0.022,0.026,0.031,0.03,0.031,0.024,0.028,0.023,0.029,0.03,0.035,0.033,0.025,0.023,0.026,0.065,0.042,0.024,0.033,1168991.0,1458844.263199
28829,0.018,0.027,0.023,0.035,0.029,0.031,0.023,0.026,0.026,0.032,0.034,0.038,0.039,0.026,0.027,0.022,0.025,0.039,0.029,0.036,0.022,0.025,0.02,0.023,0.035,0.033,0.029,0.024,0.021,0.025,0.044,0.036,0.024,0.026,1146262.0,1424149.496411
28830,0.012,0.027,0.022,0.041,0.045,0.026,0.026,0.03,0.024,0.032,0.047,0.033,0.032,0.026,0.025,0.029,0.027,0.04,0.023,0.036,0.025,0.024,0.024,0.025,0.028,0.033,0.03,0.029,0.02,0.027,0.062,0.054,0.032,0.033,1234635.0,1485563.578324
28831,0.021,0.021,0.033,0.042,0.048,0.033,0.032,0.037,0.036,0.036,0.051,0.041,0.042,0.03,0.032,0.03,0.033,0.047,0.043,0.039,0.032,0.03,0.031,0.031,0.034,0.04,0.039,0.034,0.031,0.033,0.078,0.044,0.048,0.034,1311636.0,1619281.999841
28832,0.026,0.04,0.039,0.049,0.059,0.04,0.043,0.043,0.04,0.049,0.045,0.053,0.042,0.034,0.032,0.031,0.031,0.042,0.035,0.047,0.037,0.037,0.039,0.038,0.04,0.038,0.041,0.041,0.031,0.035,0.066,0.057,0.04,0.036,1103796.0,1453754.800009
28834,0.017,0.026,0.032,0.037,0.041,0.031,0.027,0.031,0.03,0.033,0.037,0.038,0.035,0.027,0.027,0.022,0.024,0.04,0.024,0.039,0.028,0.026,0.026,0.031,0.023,0.03,0.034,0.029,0.023,0.032,0.047,0.043,0.023,0.029,1002115.0,1263096.73629
28835,0.017,0.02,0.024,0.039,0.039,0.034,0.024,0.034,0.027,0.034,0.044,0.04,0.031,0.03,0.025,0.025,0.028,0.037,0.031,0.04,0.025,0.024,0.026,0.024,0.022,0.035,0.027,0.025,0.022,0.027,0.053,0.05,0.029,0.027,1333620.0,1708209.730882
28836,0.02,0.025,0.028,0.044,0.037,0.028,0.029,0.034,0.033,0.028,0.034,0.033,0.033,0.027,0.022,0.03,0.03,0.037,0.03,0.03,0.029,0.024,0.028,0.032,0.04,0.029,0.028,0.031,0.02,0.029,0.055,0.052,0.024,0.034,1242077.0,1555594.881835
28837,0.016,0.023,0.023,0.034,0.039,0.026,0.023,0.025,0.027,0.027,0.035,0.037,0.027,0.024,0.025,0.027,0.024,0.035,0.026,0.035,0.026,0.025,0.025,0.023,0.026,0.029,0.029,0.023,0.022,0.026,0.053,0.032,0.032,0.031,1373264.0,1653961.879538
28838,0.022,0.031,0.034,0.054,0.031,0.042,0.035,0.043,0.037,0.048,0.049,0.049,0.042,0.035,0.028,0.037,0.029,0.044,0.031,0.048,0.035,0.031,0.034,0.035,0.026,0.039,0.037,0.036,0.029,0.032,0.08,0.046,0.027,0.033,1236427.0,1533131.120163
28839,0.018,0.028,0.026,0.048,0.039,0.037,0.029,0.036,0.037,0.037,0.045,0.042,0.037,0.03,0.02,0.027,0.027,0.043,0.032,0.037,0.029,0.027,0.026,0.032,0.04,0.038,0.033,0.033,0.024,0.03,0.062,0.051,0.035,0.032,1033667.0,1303765.928307
28840,0.016,0.026,0.037,0.052,0.043,0.038,0.035,0.034,0.035,0.043,0.045,0.046,0.04,0.035,0.03,0.045,0.035,0.049,0.038,0.037,0.035,0.028,0.035,0.03,0.044,0.042,0.037,0.036,0.031,0.036,0.085,0.052,0.027,0.03,1100239.0,1506872.585983
28841,0.023,0.031,0.024,0.039,0.034,0.035,0.03,0.033,0.028,0.033,0.047,0.04,0.035,0.026,0.029,0.026,0.027,0.053,0.028,0.034,0.033,0.033,0.027,0.03,0.047,0.035,0.036,0.03,0.026,0.033,0.056,0.045,0.029,0.035,1039782.0,1323542.007249
28842,0.016,0.027,0.025,0.039,0.044,0.028,0.028,0.029,0.032,0.038,0.042,0.036,0.032,0.026,0.024,0.023,0.024,0.036,0.027,0.029,0.028,0.022,0.025,0.028,0.029,0.034,0.032,0.027,0.019,0.026,0.063,0.056,0.016,0.027,1171081.0,1480882.171302
28843,0.024,0.036,0.034,0.042,0.032,0.037,0.034,0.033,0.028,0.044,0.042,0.043,0.033,0.035,0.028,0.034,0.031,0.032,0.031,0.046,0.037,0.031,0.028,0.029,0.03,0.037,0.037,0.035,0.027,0.03,0.088,0.044,0.028,0.032,1301290.0,1564192.457988
28844,0.018,0.019,0.02,0.037,0.034,0.028,0.027,0.028,0.029,0.029,0.033,0.036,0.028,0.025,0.017,0.019,0.021,0.039,0.026,0.034,0.024,0.027,0.024,0.023,0.041,0.027,0.028,0.026,0.02,0.022,0.044,0.041,0.02,0.031,1127511.0,1483249.942111
28845,0.019,0.022,0.022,0.036,0.027,0.022,0.024,0.027,0.026,0.032,0.034,0.037,0.027,0.027,0.021,0.023,0.028,0.031,0.025,0.032,0.025,0.03,0.021,0.024,0.022,0.027,0.028,0.024,0.022,0.025,0.049,0.036,0.027,0.029,1295637.0,1542647.948526
28846,0.019,0.022,0.02,0.04,0.024,0.031,0.028,0.029,0.029,0.031,0.039,0.036,0.039,0.028,0.033,0.027,0.022,0.04,0.026,0.034,0.024,0.03,0.023,0.029,0.029,0.03,0.028,0.028,0.023,0.026,0.05,0.035,0.033,0.028,1113981.0,1414103.49728
28847,0.016,0.025,0.025,0.03,0.051,0.028,0.024,0.029,0.026,0.03,0.031,0.037,0.033,0.025,0.027,0.023,0.022,0.036,0.027,0.033,0.026,0.024,0.023,0.023,0.027,0.032,0.028,0.026,0.023,0.025,0.054,0.045,0.028,0.033,1342735.0,1724571.988715
28852,0.019,0.031,0.032,0.037,0.025,0.031,0.03,0.029,0.027,0.037,0.047,0.041,0.033,0.026,0.024,0.032,0.025,0.044,0.027,0.037,0.035,0.025,0.03,0.029,0.032,0.033,0.034,0.03,0.025,0.034,0.051,0.046,0.025,0.03,1208603.0,1361389.493747
28853,0.019,0.022,0.032,0.034,0.039,0.033,0.031,0.034,0.028,0.038,0.042,0.039,0.037,0.032,0.026,0.028,0.028,0.035,0.029,0.037,0.032,0.033,0.029,0.032,0.033,0.038,0.035,0.035,0.028,0.032,0.056,0.055,0.03,0.031,1237672.0,1329772.082573
28854,0.016,0.025,0.022,0.04,0.045,0.022,0.023,0.03,0.025,0.035,0.035,0.034,0.037,0.025,0.022,0.021,0.029,0.041,0.024,0.035,0.028,0.025,0.023,0.022,0.023,0.029,0.03,0.025,0.02,0.022,0.04,0.046,0.023,0.033,1281891.0,1514156.654437
28855,0.019,0.02,0.021,0.045,0.03,0.025,0.027,0.025,0.028,0.032,0.044,0.037,0.031,0.023,0.016,0.018,0.026,0.044,0.031,0.037,0.029,0.029,0.023,0.026,0.031,0.032,0.03,0.026,0.025,0.029,0.05,0.038,0.032,0.028,1200627.0,1554668.761431
28856,0.034,0.033,0.052,0.069,0.045,0.052,0.06,0.047,0.038,0.064,0.06,0.062,0.047,0.045,0.03,0.047,0.036,0.058,0.041,0.076,0.045,0.037,0.042,0.043,0.045,0.049,0.055,0.054,0.04,0.046,0.065,0.069,0.039,0.056,1104773.0,1459448.526159
28857,0.02,0.021,0.019,0.033,0.05,0.024,0.029,0.03,0.023,0.035,0.032,0.035,0.034,0.028,0.018,0.019,0.022,0.036,0.027,0.032,0.022,0.025,0.023,0.024,0.032,0.029,0.031,0.026,0.025,0.026,0.048,0.059,0.035,0.028,1132384.0,1270154.073907
28858,0.016,0.03,0.029,0.037,0.036,0.029,0.031,0.03,0.025,0.033,0.034,0.037,0.026,0.026,0.024,0.023,0.026,0.036,0.025,0.035,0.029,0.027,0.027,0.029,0.033,0.029,0.028,0.025,0.025,0.026,0.048,0.057,0.027,0.028,1230854.0,1423462.999743
28859,0.017,0.023,0.023,0.039,0.028,0.028,0.027,0.026,0.029,0.033,0.034,0.03,0.032,0.023,0.022,0.02,0.026,0.03,0.023,0.028,0.019,0.023,0.019,0.025,0.028,0.028,0.024,0.024,0.02,0.027,0.038,0.06,0.018,0.024,1047844.0,1366542.101371
28860,0.019,0.026,0.029,0.042,0.032,0.029,0.038,0.033,0.031,0.033,0.047,0.044,0.044,0.032,0.023,0.035,0.033,0.035,0.031,0.045,0.032,0.026,0.031,0.027,0.038,0.038,0.033,0.026,0.031,0.036,0.052,0.076,0.029,0.03,1127052.0,1234435.479905
28861,0.023,0.022,0.025,0.034,0.039,0.027,0.026,0.03,0.03,0.033,0.037,0.04,0.032,0.024,0.029,0.027,0.026,0.032,0.03,0.039,0.03,0.028,0.032,0.029,0.037,0.031,0.03,0.027,0.022,0.03,0.038,0.049,0.027,0.032,1411258.0,1778058.324253
