lh.aparc.gauscurv,lh_bankssts_gauscurv,lh_caudalanteriorcingulate_gauscurv,lh_caudalmiddlefrontal_gauscurv,lh_cuneus_gauscurv,lh_entorhinal_gauscurv,lh_fusiform_gauscurv,lh_inferiorparietal_gauscurv,lh_inferiortemporal_gauscurv,lh_isthmuscingulate_gauscurv,lh_lateraloccipital_gauscurv,lh_lateralorbitofrontal_gauscurv,lh_lingual_gauscurv,lh_medialorbitofrontal_gauscurv,lh_middletemporal_gauscurv,lh_parahippocampal_gauscurv,lh_paracentral_gauscurv,lh_parsopercularis_gauscurv,lh_parsorbitalis_gauscurv,lh_parstriangularis_gauscurv,lh_pericalcarine_gauscurv,lh_postcentral_gauscurv,lh_posteriorcingulate_gauscurv,lh_precentral_gauscurv,lh_precuneus_gauscurv,lh_rostralanteriorcingulate_gauscurv,lh_rostralmiddlefrontal_gauscurv,lh_superiorfrontal_gauscurv,lh_superiorparietal_gauscurv,lh_superiortemporal_gauscurv,lh_supramarginal_gauscurv,lh_frontalpole_gauscurv,lh_temporalpole_gauscurv,lh_transversetemporal_gauscurv,lh_insula_gauscurv,BrainSegVolNotVent,eTIV
50129,0.024,0.026,0.029,0.043,0.046,0.039,0.032,0.041,0.032,0.043,0.039,0.043,0.043,0.044,0.031,0.035,0.029,0.049,0.04,0.037,0.034,0.034,0.031,0.034,0.037,0.038,0.039,0.034,0.037,0.032,0.086,0.067,0.052,0.04,965365.0,1179135.362402
50130,0.024,0.019,0.027,0.04,0.03,0.025,0.031,0.037,0.025,0.035,0.032,0.032,0.031,0.039,0.019,0.029,0.028,0.042,0.027,0.034,0.032,0.029,0.03,0.03,0.033,0.036,0.03,0.028,0.025,0.029,0.069,0.03,0.057,0.038,1216170.0,1648536.309734
50131,0.015,0.024,0.023,0.039,0.029,0.028,0.025,0.028,0.029,0.033,0.031,0.036,0.04,0.028,0.02,0.023,0.023,0.035,0.028,0.033,0.027,0.023,0.029,0.026,0.03,0.032,0.027,0.028,0.027,0.027,0.043,0.048,0.049,0.036,1414278.0,1909747.624305
50132,0.017,0.018,0.037,0.04,0.033,0.028,0.027,0.026,0.034,0.033,0.028,0.031,0.027,0.028,0.023,0.025,0.025,0.024,0.024,0.032,0.026,0.022,0.031,0.022,0.031,0.034,0.034,0.025,0.023,0.027,0.033,0.049,0.032,0.03,1582115.0,1975706.298144
50133,0.022,0.035,0.102,0.068,0.04,0.041,0.045,0.045,0.034,0.064,0.055,0.051,0.051,0.041,0.028,0.051,0.045,0.058,0.049,0.065,0.063,0.042,0.065,0.04,0.038,0.05,0.06,0.049,0.038,0.05,0.089,0.063,0.039,0.048,1073264.0,1505239.502077
50134,0.017,0.031,0.026,0.036,0.028,0.03,0.026,0.034,0.03,0.034,0.034,0.035,0.04,0.028,0.026,0.023,0.028,0.042,0.026,0.038,0.028,0.027,0.027,0.025,0.04,0.032,0.028,0.024,0.028,0.029,0.043,0.049,0.044,0.032,1161197.0,1460293.874273
50135,0.022,0.02,0.028,0.037,0.054,0.028,0.03,0.037,0.028,0.037,0.034,0.033,0.047,0.037,0.026,0.023,0.026,0.035,0.031,0.033,0.029,0.027,0.028,0.029,0.036,0.034,0.033,0.028,0.037,0.028,0.039,0.082,0.051,0.038,1224173.0,1528573.005808
50136,0.03,0.034,0.042,0.053,0.069,0.049,0.039,0.056,0.043,0.058,0.056,0.056,0.064,0.057,0.034,0.05,0.052,0.067,0.06,0.048,0.056,0.037,0.054,0.036,0.055,0.057,0.053,0.044,0.054,0.05,0.106,0.086,0.044,0.055,1264346.0,1666495.778203
50137,0.024,0.025,0.043,0.038,0.025,0.031,0.028,0.034,0.026,0.034,0.03,0.033,0.033,0.028,0.022,0.026,0.021,0.03,0.026,0.032,0.029,0.029,0.033,0.027,0.034,0.033,0.044,0.026,0.024,0.031,0.054,0.044,0.036,0.033,1415787.0,1789869.374033
50142,0.016,0.024,0.019,0.026,0.027,0.022,0.021,0.025,0.027,0.027,0.026,0.026,0.028,0.023,0.014,0.019,0.018,0.03,0.02,0.027,0.02,0.027,0.018,0.023,0.022,0.027,0.024,0.019,0.018,0.022,0.047,0.021,0.02,0.029,1308453.0,1494246.272425
50143,0.021,0.022,0.019,0.024,0.03,0.027,0.022,0.028,0.023,0.029,0.032,0.035,0.032,0.028,0.021,0.022,0.02,0.033,0.023,0.03,0.022,0.023,0.022,0.021,0.03,0.031,0.023,0.019,0.019,0.026,0.047,0.033,0.032,0.03,1313345.0,1756985.283403
50144,0.016,0.017,0.025,0.033,0.029,0.028,0.023,0.036,0.027,0.028,0.036,0.03,0.025,0.029,0.019,0.018,0.022,0.035,0.023,0.031,0.023,0.026,0.022,0.025,0.026,0.031,0.029,0.023,0.024,0.026,0.048,0.056,0.039,0.035,1437101.0,1781186.249623
50145,0.019,0.017,0.023,0.041,0.039,0.024,0.028,0.034,0.029,0.035,0.037,0.039,0.026,0.027,0.022,0.022,0.024,0.035,0.032,0.035,0.024,0.027,0.021,0.025,0.032,0.034,0.027,0.024,0.025,0.026,0.037,0.041,0.025,0.031,1224047.0,1488207.333337
50146,0.014,0.019,0.025,0.032,0.05,0.027,0.025,0.036,0.028,0.031,0.033,0.033,0.038,0.027,0.015,0.026,0.021,0.04,0.024,0.029,0.025,0.025,0.026,0.027,0.021,0.029,0.028,0.026,0.021,0.028,0.037,0.036,0.024,0.026,1351142.0,1751365.196382
50147,0.017,0.021,0.021,0.033,0.037,0.032,0.022,0.026,0.022,0.03,0.029,0.035,0.025,0.024,0.022,0.018,0.02,0.024,0.02,0.027,0.021,0.029,0.018,0.022,0.024,0.028,0.026,0.023,0.017,0.024,0.036,0.039,0.022,0.029,1305911.0,1650468.826824
50148,0.017,0.013,0.021,0.037,0.017,0.027,0.022,0.025,0.025,0.028,0.029,0.032,0.029,0.023,0.021,0.02,0.021,0.032,0.026,0.03,0.021,0.022,0.021,0.022,0.027,0.028,0.026,0.023,0.015,0.025,0.046,0.026,0.021,0.028,1349377.0,1761860.133223
50149,0.014,0.018,0.021,0.039,0.028,0.026,0.025,0.027,0.031,0.032,0.035,0.03,0.027,0.026,0.02,0.022,0.02,0.032,0.022,0.036,0.027,0.024,0.022,0.027,0.035,0.03,0.027,0.025,0.021,0.026,0.052,0.029,0.025,0.031,1349514.0,1582968.843298
50150,0.016,0.021,0.022,0.04,0.03,0.029,0.024,0.027,0.027,0.031,0.031,0.028,0.023,0.023,0.018,0.019,0.02,0.029,0.019,0.034,0.023,0.025,0.018,0.027,0.034,0.027,0.023,0.025,0.02,0.024,0.038,0.031,0.022,0.029,1220496.0,1468799.946113
50152,0.018,0.019,0.025,0.03,0.037,0.03,0.025,0.027,0.028,0.028,0.031,0.029,0.024,0.026,0.02,0.026,0.024,0.033,0.026,0.029,0.023,0.032,0.022,0.025,0.027,0.034,0.03,0.024,0.02,0.026,0.043,0.037,0.021,0.034,1242607.0,1567490.227003
50153,0.014,0.022,0.021,0.031,0.04,0.032,0.026,0.026,0.027,0.031,0.034,0.034,0.036,0.025,0.019,0.019,0.021,0.032,0.018,0.034,0.021,0.023,0.02,0.024,0.029,0.031,0.028,0.024,0.021,0.026,0.055,0.04,0.022,0.03,1130286.0,1414095.421186
50156,0.019,0.023,0.019,0.031,0.035,0.025,0.025,0.026,0.033,0.027,0.031,0.026,0.029,0.024,0.015,0.018,0.022,0.034,0.025,0.03,0.023,0.026,0.022,0.023,0.025,0.03,0.025,0.022,0.02,0.022,0.054,0.029,0.032,0.036,1303775.0,1676070.399136
50157,0.011,0.027,0.024,0.036,0.035,0.029,0.029,0.031,0.026,0.036,0.031,0.034,0.03,0.027,0.025,0.029,0.028,0.05,0.03,0.049,0.027,0.025,0.024,0.028,0.031,0.04,0.032,0.029,0.02,0.032,0.071,0.038,0.03,0.026,1225471.0,1656513.59749
50158,0.016,0.017,0.021,0.034,0.025,0.026,0.019,0.028,0.027,0.028,0.023,0.033,0.037,0.027,0.018,0.022,0.02,0.027,0.017,0.026,0.02,0.024,0.019,0.026,0.019,0.03,0.025,0.023,0.018,0.024,0.038,0.029,0.026,0.032,1089049.0,1317399.135055
50159,0.017,0.019,0.022,0.034,0.033,0.027,0.028,0.029,0.028,0.029,0.026,0.037,0.026,0.024,0.025,0.021,0.021,0.036,0.02,0.027,0.022,0.028,0.019,0.025,0.032,0.029,0.027,0.022,0.019,0.021,0.044,0.039,0.019,0.026,1181752.0,1531224.983584
50160,0.017,0.019,0.02,0.031,0.026,0.024,0.024,0.03,0.026,0.028,0.028,0.029,0.031,0.028,0.019,0.017,0.023,0.03,0.023,0.032,0.02,0.021,0.019,0.022,0.023,0.03,0.026,0.022,0.02,0.024,0.043,0.027,0.03,0.028,1269311.0,1609109.849705
50161,0.016,0.018,0.018,0.032,0.033,0.026,0.02,0.024,0.025,0.025,0.029,0.026,0.029,0.025,0.018,0.017,0.025,0.024,0.016,0.034,0.021,0.019,0.018,0.021,0.03,0.028,0.024,0.019,0.017,0.023,0.041,0.026,0.019,0.033,1151653.0,1202315.415355
50162,0.014,0.023,0.02,0.038,0.024,0.024,0.021,0.028,0.025,0.03,0.031,0.031,0.028,0.027,0.023,0.021,0.019,0.026,0.022,0.034,0.023,0.027,0.022,0.026,0.029,0.03,0.027,0.024,0.018,0.028,0.055,0.034,0.023,0.031,1125055.0,1322796.567187
50163,0.024,0.017,0.023,0.044,0.03,0.027,0.029,0.029,0.032,0.031,0.03,0.039,0.039,0.025,0.026,0.025,0.025,0.036,0.022,0.038,0.03,0.026,0.027,0.032,0.033,0.034,0.03,0.025,0.02,0.03,0.053,0.036,0.02,0.028,1255611.0,1575862.212006
50164,0.016,0.02,0.025,0.027,0.041,0.024,0.025,0.031,0.023,0.027,0.035,0.028,0.043,0.027,0.02,0.022,0.023,0.041,0.034,0.028,0.023,0.022,0.023,0.025,0.031,0.038,0.03,0.025,0.026,0.025,0.051,0.043,0.019,0.03,1072362.0,1331370.366587
50166,0.014,0.014,0.018,0.027,0.027,0.026,0.026,0.029,0.024,0.027,0.031,0.029,0.037,0.028,0.017,0.017,0.028,0.032,0.026,0.026,0.018,0.023,0.019,0.021,0.025,0.03,0.024,0.022,0.016,0.027,0.043,0.03,0.033,0.025,1137241.0,1463145.292926
50167,0.024,0.019,0.02,0.032,0.017,0.029,0.022,0.026,0.027,0.029,0.027,0.034,0.03,0.027,0.016,0.018,0.019,0.031,0.021,0.025,0.021,0.024,0.018,0.022,0.029,0.032,0.024,0.023,0.017,0.024,0.056,0.029,0.02,0.024,1297133.0,1584413.659671
50168,0.018,0.016,0.019,0.033,0.028,0.027,0.025,0.024,0.023,0.029,0.024,0.031,0.03,0.024,0.029,0.021,0.021,0.033,0.026,0.027,0.02,0.027,0.02,0.023,0.026,0.03,0.026,0.027,0.02,0.024,0.061,0.04,0.019,0.024,1202142.0,1546556.455906
50169,0.02,0.022,0.024,0.035,0.038,0.032,0.026,0.024,0.031,0.033,0.031,0.034,0.03,0.035,0.021,0.019,0.021,0.039,0.027,0.033,0.025,0.024,0.025,0.029,0.032,0.034,0.033,0.03,0.025,0.031,0.05,0.052,0.036,0.028,1312977.0,1642603.996617
50170,0.02,0.02,0.022,0.035,0.027,0.023,0.022,0.028,0.023,0.026,0.03,0.033,0.027,0.026,0.019,0.014,0.02,0.029,0.019,0.029,0.023,0.018,0.02,0.023,0.025,0.031,0.027,0.021,0.021,0.023,0.074,0.03,0.031,0.031,1363482.0,1685007.737499
50171,0.021,0.027,0.022,0.034,0.035,0.027,0.028,0.039,0.033,0.031,0.03,0.035,0.04,0.029,0.032,0.02,0.019,0.038,0.02,0.032,0.025,0.025,0.021,0.026,0.027,0.034,0.027,0.026,0.02,0.026,0.049,0.048,0.03,0.032,1289893.0,1693303.315033
50182,0.036,0.054,0.062,0.049,0.055,0.051,0.035,0.044,0.037,0.043,0.05,0.049,0.045,0.043,0.058,0.051,0.045,0.054,0.037,0.039,0.054,0.049,0.062,0.033,0.047,0.048,0.055,0.033,0.041,0.05,0.041,0.078,0.055,0.05,1246924.0,1548791.119013
50183,0.02,0.027,0.024,0.041,0.025,0.033,0.026,0.034,0.029,0.032,0.027,0.038,0.031,0.028,0.021,0.025,0.022,0.029,0.024,0.032,0.032,0.029,0.03,0.03,0.029,0.027,0.03,0.029,0.024,0.033,0.044,0.05,0.025,0.029,1181972.0,1539572.119914
50184,0.02,0.024,0.034,0.046,0.035,0.031,0.035,0.047,0.033,0.046,0.042,0.041,0.036,0.043,0.018,0.035,0.033,0.033,0.036,0.041,0.044,0.037,0.033,0.032,0.042,0.037,0.035,0.037,0.035,0.037,0.045,0.062,0.034,0.038,1416262.0,1861114.732537
50185,0.077,0.074,0.063,0.064,0.073,0.053,0.07,0.066,0.038,0.07,0.068,0.05,0.065,0.065,0.041,0.056,0.061,0.085,0.069,0.063,0.076,0.049,0.081,0.061,0.076,0.066,0.066,0.069,0.058,0.076,0.077,0.087,0.058,0.049,885293.0,1570446.587034
50186,0.03,0.035,0.037,0.048,0.043,0.042,0.041,0.045,0.039,0.053,0.041,0.05,0.038,0.05,0.031,0.039,0.044,0.039,0.042,0.074,0.057,0.035,0.044,0.042,0.034,0.047,0.044,0.043,0.039,0.043,0.062,0.053,0.051,0.043,1250754.0,1415587.023714
50187,0.02,0.034,0.028,0.038,0.037,0.035,0.025,0.035,0.026,0.036,0.036,0.034,0.033,0.028,0.025,0.031,0.029,0.037,0.026,0.033,0.033,0.03,0.028,0.03,0.033,0.03,0.031,0.027,0.025,0.03,0.035,0.036,0.037,0.035,1326742.0,1645685.529341
50188,0.019,0.018,0.03,0.048,0.05,0.041,0.035,0.036,0.032,0.047,0.037,0.045,0.037,0.033,0.034,0.032,0.026,0.038,0.032,0.039,0.032,0.034,0.033,0.037,0.033,0.034,0.034,0.033,0.033,0.031,0.054,0.039,0.037,0.031,1374428.0,1737525.80351
50189,0.032,0.028,0.033,0.046,0.044,0.042,0.038,0.047,0.039,0.049,0.044,0.044,0.041,0.051,0.039,0.039,0.035,0.034,0.037,0.046,0.036,0.035,0.033,0.043,0.042,0.039,0.036,0.041,0.034,0.038,0.056,0.054,0.03,0.041,1252211.0,1607161.954342
50190,0.036,0.029,0.045,0.048,0.062,0.041,0.038,0.054,0.036,0.051,0.065,0.047,0.052,0.052,0.041,0.037,0.055,0.074,0.05,0.038,0.048,0.039,0.048,0.035,0.061,0.067,0.058,0.045,0.04,0.046,0.09,0.096,0.056,0.047,1123655.0,1471446.72036
50191,0.027,0.02,0.038,0.052,0.038,0.05,0.035,0.041,0.033,0.058,0.042,0.054,0.042,0.055,0.026,0.031,0.035,0.077,0.037,0.057,0.045,0.025,0.039,0.031,0.032,0.055,0.043,0.037,0.038,0.041,0.091,0.055,0.042,0.047,1187042.0,1576240.839424
50192,0.051,0.038,0.043,0.051,0.086,0.074,0.053,0.076,0.051,0.054,0.079,0.057,0.046,0.06,0.045,0.048,0.054,0.079,0.05,0.04,0.06,0.039,0.052,0.046,0.038,0.069,0.069,0.056,0.069,0.059,0.091,0.078,0.033,0.052,940352.0,1349905.581719
50193,0.026,0.026,0.026,0.038,0.035,0.031,0.027,0.029,0.035,0.036,0.034,0.04,0.041,0.028,0.018,0.026,0.024,0.03,0.026,0.031,0.03,0.03,0.026,0.023,0.04,0.033,0.032,0.026,0.023,0.028,0.054,0.042,0.028,0.04,1231843.0,1562254.499416
50194,0.02,0.024,0.024,0.046,0.043,0.031,0.028,0.036,0.029,0.042,0.034,0.046,0.034,0.037,0.027,0.03,0.026,0.033,0.027,0.037,0.037,0.026,0.031,0.03,0.027,0.033,0.028,0.028,0.029,0.028,0.039,0.048,0.027,0.037,1142595.0,1430323.841145
50195,0.025,0.033,0.031,0.048,0.044,0.04,0.032,0.034,0.041,0.045,0.034,0.047,0.038,0.035,0.025,0.03,0.032,0.046,0.031,0.045,0.039,0.035,0.033,0.035,0.038,0.041,0.042,0.039,0.029,0.039,0.082,0.047,0.032,0.041,1122701.0,1317281.686232
50196,0.017,0.023,0.024,0.042,0.039,0.032,0.032,0.03,0.031,0.044,0.032,0.038,0.04,0.031,0.031,0.023,0.024,0.032,0.033,0.035,0.027,0.024,0.024,0.027,0.032,0.031,0.029,0.026,0.021,0.033,0.061,0.048,0.035,0.035,1199942.0,1424642.261599
50197,0.036,0.037,0.052,0.056,0.047,0.052,0.054,0.063,0.051,0.065,0.054,0.05,0.057,0.065,0.043,0.049,0.044,0.065,0.048,0.047,0.062,0.048,0.05,0.052,0.051,0.056,0.058,0.056,0.054,0.063,0.076,0.069,0.053,0.047,1287114.0,1133676.313366
50198,0.029,0.027,0.037,0.038,0.049,0.044,0.028,0.049,0.037,0.04,0.046,0.041,0.049,0.036,0.033,0.031,0.043,0.053,0.035,0.034,0.04,0.034,0.042,0.03,0.044,0.043,0.043,0.031,0.034,0.033,0.068,0.043,0.045,0.045,1246473.0,1681681.450825
50199,0.017,0.027,0.025,0.032,0.028,0.031,0.026,0.03,0.027,0.032,0.037,0.032,0.035,0.031,0.028,0.023,0.022,0.038,0.023,0.039,0.027,0.026,0.024,0.025,0.029,0.034,0.028,0.025,0.022,0.023,0.041,0.043,0.027,0.032,1146551.0,1441334.451615
50200,0.025,0.029,0.035,0.04,0.05,0.036,0.035,0.041,0.039,0.042,0.04,0.041,0.041,0.037,0.029,0.035,0.044,0.054,0.048,0.059,0.039,0.028,0.04,0.032,0.041,0.047,0.035,0.037,0.034,0.045,0.063,0.049,0.04,0.045,1210813.0,1444826.083248
50201,0.034,0.021,0.037,0.047,0.041,0.04,0.035,0.043,0.032,0.045,0.04,0.047,0.045,0.039,0.026,0.032,0.036,0.047,0.033,0.037,0.046,0.035,0.038,0.036,0.046,0.048,0.042,0.034,0.033,0.037,0.095,0.058,0.051,0.038,1338539.0,1661125.404415
50202,0.017,0.022,0.022,0.052,0.023,0.033,0.032,0.034,0.036,0.042,0.036,0.039,0.035,0.029,0.026,0.03,0.023,0.025,0.023,0.042,0.031,0.026,0.023,0.032,0.031,0.025,0.026,0.033,0.024,0.029,0.047,0.041,0.032,0.028,1185826.0,1446071.348207
50203,0.016,0.021,0.027,0.047,0.035,0.03,0.026,0.032,0.033,0.039,0.034,0.039,0.035,0.027,0.033,0.024,0.023,0.03,0.026,0.04,0.032,0.034,0.023,0.028,0.026,0.029,0.03,0.026,0.026,0.03,0.04,0.038,0.033,0.033,1299055.0,1642392.192734
50204,0.017,0.022,0.031,0.046,0.038,0.039,0.033,0.043,0.035,0.037,0.038,0.046,0.038,0.038,0.027,0.037,0.04,0.036,0.031,0.047,0.04,0.03,0.037,0.033,0.038,0.036,0.038,0.032,0.031,0.04,0.037,0.05,0.034,0.038,1084932.0,1326986.966867
50205,0.02,0.023,0.022,0.03,0.034,0.031,0.025,0.028,0.029,0.032,0.029,0.038,0.033,0.027,0.019,0.019,0.022,0.026,0.024,0.03,0.025,0.023,0.023,0.026,0.026,0.026,0.023,0.024,0.021,0.026,0.035,0.05,0.023,0.038,1156688.0,1478760.227638
50206,0.017,0.026,0.032,0.047,0.034,0.032,0.031,0.035,0.031,0.045,0.04,0.046,0.036,0.032,0.023,0.034,0.028,0.046,0.033,0.037,0.036,0.035,0.033,0.033,0.026,0.04,0.034,0.037,0.026,0.036,0.042,0.045,0.029,0.037,1171635.0,1376019.239167
50207,0.026,0.033,0.05,0.046,0.059,0.034,0.041,0.042,0.044,0.044,0.051,0.045,0.049,0.044,0.026,0.037,0.037,0.064,0.044,0.04,0.046,0.038,0.04,0.04,0.043,0.055,0.047,0.044,0.037,0.04,0.061,0.09,0.04,0.039,1326248.0,1812991.51315
50208,0.021,0.027,0.026,0.038,0.037,0.028,0.029,0.034,0.033,0.037,0.038,0.041,0.033,0.037,0.023,0.027,0.025,0.029,0.025,0.042,0.034,0.024,0.03,0.029,0.029,0.033,0.032,0.025,0.03,0.026,0.041,0.045,0.032,0.03,1172935.0,1349742.465876
50209,0.019,0.023,0.03,0.043,0.045,0.034,0.028,0.033,0.031,0.042,0.041,0.039,0.029,0.034,0.025,0.025,0.03,0.06,0.029,0.033,0.032,0.033,0.031,0.027,0.031,0.04,0.035,0.03,0.029,0.028,0.046,0.056,0.047,0.044,1347037.0,1580553.363155
50210,0.023,0.033,0.032,0.044,0.04,0.03,0.032,0.04,0.03,0.04,0.038,0.034,0.034,0.037,0.028,0.027,0.035,0.05,0.038,0.036,0.035,0.026,0.035,0.029,0.036,0.04,0.034,0.03,0.031,0.028,0.061,0.062,0.036,0.052,1176631.0,1518730.545982
50211,0.057,0.035,0.05,0.063,0.044,0.054,0.056,0.057,0.051,0.062,0.052,0.078,0.049,0.053,0.032,0.057,0.041,0.067,0.04,0.064,0.065,0.048,0.065,0.05,0.065,0.057,0.055,0.053,0.049,0.075,0.061,0.053,0.057,0.062,1264996.0,1653514.71482
50212,0.028,0.025,0.034,0.054,0.05,0.071,0.05,0.053,0.053,0.057,0.044,0.064,0.04,0.058,0.041,0.05,0.031,0.061,0.039,0.06,0.051,0.047,0.042,0.048,0.04,0.048,0.045,0.048,0.046,0.053,0.089,0.062,0.049,0.044,1161703.0,1470492.079516
50213,0.026,0.033,0.024,0.039,0.043,0.028,0.033,0.032,0.026,0.035,0.033,0.035,0.038,0.029,0.03,0.027,0.028,0.051,0.031,0.041,0.032,0.025,0.028,0.025,0.041,0.032,0.031,0.027,0.025,0.029,0.054,0.053,0.032,0.032,1229289.0,1360621.441757
50214,0.02,0.019,0.025,0.033,0.026,0.027,0.022,0.03,0.029,0.029,0.029,0.033,0.051,0.026,0.02,0.023,0.02,0.029,0.021,0.037,0.026,0.025,0.024,0.025,0.028,0.026,0.026,0.025,0.019,0.028,0.049,0.035,0.029,0.027,1252700.0,1504906.269817
50215,0.019,0.031,0.024,0.047,0.027,0.035,0.035,0.029,0.031,0.035,0.037,0.041,0.035,0.041,0.023,0.027,0.025,0.037,0.032,0.028,0.029,0.033,0.026,0.031,0.039,0.037,0.034,0.026,0.028,0.028,0.048,0.058,0.027,0.037,1152610.0,1464646.261015
50217,0.027,0.022,0.05,0.05,0.052,0.038,0.041,0.039,0.029,0.049,0.037,0.048,0.042,0.04,0.027,0.038,0.03,0.053,0.038,0.053,0.043,0.031,0.039,0.04,0.041,0.048,0.048,0.047,0.035,0.036,0.068,0.073,0.037,0.034,1149426.0,1481509.936291
50232,0.018,0.017,0.027,0.026,0.03,0.027,0.027,0.026,0.027,0.032,0.034,0.031,0.042,0.028,0.021,0.024,0.023,0.041,0.027,0.031,0.022,0.022,0.026,0.022,0.027,0.035,0.032,0.022,0.021,0.024,0.064,0.047,0.024,0.029,1369343.0,1841828.059781
50233,0.018,0.023,0.018,0.032,0.031,0.023,0.024,0.027,0.026,0.031,0.03,0.029,0.028,0.024,0.021,0.017,0.021,0.033,0.017,0.03,0.021,0.023,0.018,0.022,0.033,0.028,0.022,0.02,0.02,0.024,0.038,0.024,0.022,0.027,1446997.0,1491989.301693
50234,0.016,0.008,0.022,0.034,0.025,0.027,0.026,0.03,0.031,0.033,0.026,0.032,0.027,0.024,0.013,0.02,0.022,0.025,0.024,0.032,0.022,0.02,0.02,0.025,0.017,0.029,0.022,0.024,0.019,0.023,0.047,0.027,0.02,0.032,1440975.0,1564636.501838
50235,0.019,0.016,0.019,0.031,0.026,0.024,0.02,0.024,0.03,0.028,0.033,0.029,0.044,0.022,0.015,0.021,0.021,0.031,0.018,0.027,0.021,0.025,0.024,0.021,0.031,0.029,0.026,0.02,0.019,0.023,0.053,0.025,0.023,0.031,1243464.0,1236467.77911
50236,0.022,0.018,0.02,0.031,0.034,0.025,0.02,0.029,0.026,0.028,0.024,0.029,0.037,0.024,0.015,0.017,0.02,0.023,0.021,0.022,0.019,0.021,0.018,0.022,0.028,0.028,0.024,0.022,0.019,0.025,0.045,0.032,0.044,0.025,1149537.0,1105838.336306
50237,0.017,0.017,0.024,0.028,0.028,0.025,0.023,0.026,0.028,0.025,0.027,0.031,0.03,0.024,0.011,0.022,0.021,0.034,0.02,0.021,0.018,0.022,0.02,0.02,0.023,0.03,0.023,0.019,0.02,0.02,0.036,0.032,0.019,0.025,1364985.0,1463845.693864
50238,0.019,0.016,0.02,0.03,0.032,0.029,0.022,0.029,0.028,0.027,0.03,0.029,0.043,0.025,0.02,0.021,0.019,0.034,0.025,0.021,0.019,0.022,0.017,0.02,0.029,0.03,0.024,0.02,0.021,0.022,0.048,0.039,0.033,0.04,1233731.0,1446910.233758
50239,0.012,0.013,0.021,0.028,0.035,0.022,0.02,0.03,0.023,0.025,0.03,0.026,0.034,0.021,0.011,0.017,0.018,0.023,0.019,0.029,0.022,0.021,0.017,0.022,0.019,0.025,0.021,0.022,0.016,0.024,0.055,0.031,0.026,0.031,1476660.0,1575568.069166
50240,0.017,0.016,0.021,0.034,0.03,0.024,0.022,0.027,0.03,0.032,0.029,0.035,0.035,0.025,0.023,0.019,0.017,0.022,0.02,0.033,0.019,0.025,0.019,0.024,0.025,0.029,0.024,0.022,0.02,0.024,0.049,0.028,0.03,0.037,1227348.0,1263506.805904
50241,0.016,0.024,0.018,0.028,0.03,0.023,0.023,0.029,0.022,0.027,0.037,0.029,0.027,0.026,0.013,0.016,0.02,0.035,0.025,0.028,0.02,0.021,0.021,0.023,0.029,0.024,0.023,0.022,0.02,0.02,0.052,0.037,0.026,0.039,1320309.0,1545639.6012
50242,0.026,0.029,0.033,0.037,0.065,0.034,0.035,0.043,0.038,0.042,0.046,0.046,0.044,0.03,0.027,0.027,0.032,0.031,0.028,0.043,0.031,0.027,0.033,0.031,0.037,0.037,0.038,0.033,0.026,0.033,0.089,0.071,0.036,0.043,1263430.0,1717588.106973
50243,0.018,0.019,0.016,0.032,0.029,0.026,0.024,0.027,0.025,0.03,0.031,0.03,0.034,0.026,0.026,0.021,0.02,0.025,0.021,0.033,0.023,0.02,0.019,0.024,0.03,0.028,0.023,0.021,0.022,0.024,0.034,0.026,0.044,0.036,1371563.0,1766656.105774
50244,0.013,0.019,0.017,0.024,0.026,0.023,0.021,0.029,0.023,0.027,0.028,0.025,0.025,0.025,0.012,0.017,0.021,0.032,0.021,0.031,0.019,0.02,0.024,0.02,0.032,0.025,0.023,0.017,0.016,0.018,0.042,0.039,0.035,0.032,1578372.0,1880123.007945
50245,0.015,0.014,0.021,0.029,0.029,0.025,0.021,0.025,0.029,0.03,0.032,0.029,0.033,0.022,0.021,0.019,0.019,0.033,0.021,0.027,0.021,0.027,0.016,0.024,0.021,0.026,0.026,0.021,0.022,0.022,0.042,0.043,0.022,0.022,1126730.0,1159203.963113
50246,0.012,0.017,0.029,0.034,0.03,0.029,0.025,0.035,0.032,0.032,0.038,0.031,0.03,0.028,0.024,0.027,0.027,0.04,0.027,0.028,0.03,0.029,0.034,0.025,0.029,0.04,0.03,0.028,0.023,0.028,0.058,0.033,0.033,0.037,1475449.0,1909771.727728
50247,0.012,0.024,0.027,0.032,0.043,0.026,0.026,0.037,0.027,0.03,0.034,0.033,0.033,0.029,0.022,0.024,0.023,0.033,0.022,0.021,0.024,0.03,0.024,0.029,0.029,0.035,0.031,0.026,0.021,0.023,0.061,0.052,0.024,0.031,1235796.0,1587766.790987
50248,0.016,0.017,0.018,0.036,0.028,0.022,0.024,0.022,0.028,0.029,0.03,0.029,0.044,0.024,0.017,0.024,0.02,0.025,0.027,0.027,0.021,0.025,0.019,0.022,0.031,0.029,0.024,0.023,0.017,0.027,0.059,0.036,0.022,0.037,1237752.0,1527311.121772
50249,0.02,0.021,0.024,0.029,0.031,0.024,0.022,0.027,0.026,0.027,0.027,0.031,0.037,0.025,0.014,0.026,0.026,0.026,0.024,0.034,0.022,0.024,0.021,0.021,0.039,0.033,0.025,0.025,0.019,0.022,0.061,0.025,0.046,0.037,1370610.0,1748182.254165
